"Step","100H_causal_sinh - train_loss","100H_causal_sinh - train_loss__MIN","100H_causal_sinh - train_loss__MAX"
"226","56.0894775390625","56.0894775390625","56.0894775390625"
"227","82.27069854736328","82.27069854736328","82.27069854736328"
"229","69.48828887939453","69.48828887939453","69.48828887939453"
"230","102.39507293701172","102.39507293701172","102.39507293701172"
"233","108.91956329345703","108.91956329345703","108.91956329345703"
"234","138.26611328125","138.26611328125","138.26611328125"
"235","254.63421630859375","254.63421630859375","254.63421630859375"
"237","219.2669219970703","219.2669219970703","219.2669219970703"
"238","33.94253921508789","33.94253921508789","33.94253921508789"
"240","69.37200164794922","69.37200164794922","69.37200164794922"
"243","132.58065795898438","132.58065795898438","132.58065795898438"
"244","128.02700805664062","128.02700805664062","128.02700805664062"
"246","215.6472625732422","215.6472625732422","215.6472625732422"
"247","36.759803771972656","36.759803771972656","36.759803771972656"
"249","38.00059509277344","38.00059509277344","38.00059509277344"
"253","58.20757293701172","58.20757293701172","58.20757293701172"
"254","68.6247787475586","68.6247787475586","68.6247787475586"
"256","82.21111297607422","82.21111297607422","82.21111297607422"
"258","123.176513671875","123.176513671875","123.176513671875"
"265","37.399932861328125","37.399932861328125","37.399932861328125"
"267","125.32574462890625","125.32574462890625","125.32574462890625"
"269","103.34754943847656","103.34754943847656","103.34754943847656"
"272","38.411956787109375","38.411956787109375","38.411956787109375"
"273","135.72402954101562","135.72402954101562","135.72402954101562"
"276","41.93260955810547","41.93260955810547","41.93260955810547"
"277","152.2695770263672","152.2695770263672","152.2695770263672"
"279","57.784385681152344","57.784385681152344","57.784385681152344"
"280","141.72796630859375","141.72796630859375","141.72796630859375"
"283","43.0692024230957","43.0692024230957","43.0692024230957"
"286","161.1891326904297","161.1891326904297","161.1891326904297"
"289","116.25475311279297","116.25475311279297","116.25475311279297"
"291","50.23484802246094","50.23484802246094","50.23484802246094"
"294","61.11132049560547","61.11132049560547","61.11132049560547"
"300","42.66011428833008","42.66011428833008","42.66011428833008"
"302","35.30457305908203","35.30457305908203","35.30457305908203"
"303","83.04659271240234","83.04659271240234","83.04659271240234"
"304","104.38995361328125","104.38995361328125","104.38995361328125"
"305","68.94914245605469","68.94914245605469","68.94914245605469"
"308","94.4726791381836","94.4726791381836","94.4726791381836"
"309","82.98153686523438","82.98153686523438","82.98153686523438"
"313","72.25006866455078","72.25006866455078","72.25006866455078"
"314","97.0811767578125","97.0811767578125","97.0811767578125"
"316","107.19068908691406","107.19068908691406","107.19068908691406"
"317","49.46179962158203","49.46179962158203","49.46179962158203"
"318","62.85667037963867","62.85667037963867","62.85667037963867"
"319","111.94561767578125","111.94561767578125","111.94561767578125"
"324","105.9539566040039","105.9539566040039","105.9539566040039"
"325","155.26502990722656","155.26502990722656","155.26502990722656"
"330","41.366966247558594","41.366966247558594","41.366966247558594"
"331","106.46623229980469","106.46623229980469","106.46623229980469"
"332","103.07035064697266","103.07035064697266","103.07035064697266"
"335","130.5851287841797","130.5851287841797","130.5851287841797"
"336","41.60765075683594","41.60765075683594","41.60765075683594"
"337","78.8963851928711","78.8963851928711","78.8963851928711"
"343","117.65455627441406","117.65455627441406","117.65455627441406"
"346","156.76651000976562","156.76651000976562","156.76651000976562"
"348","74.81644439697266","74.81644439697266","74.81644439697266"
"350","51.51154708862305","51.51154708862305","51.51154708862305"
"352","39.937068939208984","39.937068939208984","39.937068939208984"
"355","62.1687126159668","62.1687126159668","62.1687126159668"
"360","108.1983871459961","108.1983871459961","108.1983871459961"
"361","55.824951171875","55.824951171875","55.824951171875"
"364","121.06290435791016","121.06290435791016","121.06290435791016"
"366","55.84389877319336","55.84389877319336","55.84389877319336"
"367","61.586387634277344","61.586387634277344","61.586387634277344"
"369","53.39553451538086","53.39553451538086","53.39553451538086"
"371","62.39341735839844","62.39341735839844","62.39341735839844"
"376","77.45852661132812","77.45852661132812","77.45852661132812"
"377","54.390377044677734","54.390377044677734","54.390377044677734"
"381","74.1443862915039","74.1443862915039","74.1443862915039"
"388","60.11222457885742","60.11222457885742","60.11222457885742"
"389","74.6891860961914","74.6891860961914","74.6891860961914"
"391","181.533203125","181.533203125","181.533203125"
"392","43.893985748291016","43.893985748291016","43.893985748291016"
"394","79.99884033203125","79.99884033203125","79.99884033203125"
"396","237.8255157470703","237.8255157470703","237.8255157470703"
"400","69.11570739746094","69.11570739746094","69.11570739746094"
"404","40.11800003051758","40.11800003051758","40.11800003051758"
"405","93.2458267211914","93.2458267211914","93.2458267211914"
"406","109.11796569824219","109.11796569824219","109.11796569824219"
"409","129.60983276367188","129.60983276367188","129.60983276367188"
"413","141.44586181640625","141.44586181640625","141.44586181640625"
"424","32.60832977294922","32.60832977294922","32.60832977294922"
"425","59.826416015625","59.826416015625","59.826416015625"
"426","87.74996948242188","87.74996948242188","87.74996948242188"
"427","195.16439819335938","195.16439819335938","195.16439819335938"
"428","94.56755828857422","94.56755828857422","94.56755828857422"
"429","72.41703796386719","72.41703796386719","72.41703796386719"
"434","101.80845642089844","101.80845642089844","101.80845642089844"
"440","48.04493713378906","48.04493713378906","48.04493713378906"
"441","36.390785217285156","36.390785217285156","36.390785217285156"
"446","49.267669677734375","49.267669677734375","49.267669677734375"
"450","125.48259735107422","125.48259735107422","125.48259735107422"
"453","106.29016876220703","106.29016876220703","106.29016876220703"
"454","52.42914962768555","52.42914962768555","52.42914962768555"
"455","59.831382751464844","59.831382751464844","59.831382751464844"
"456","56.64007568359375","56.64007568359375","56.64007568359375"
"457","93.02836608886719","93.02836608886719","93.02836608886719"
"459","94.61228942871094","94.61228942871094","94.61228942871094"
"460","72.30863952636719","72.30863952636719","72.30863952636719"
"461","50.39054489135742","50.39054489135742","50.39054489135742"
"462","65.68179321289062","65.68179321289062","65.68179321289062"
"464","68.22057342529297","68.22057342529297","68.22057342529297"
"467","80.75826263427734","80.75826263427734","80.75826263427734"
"469","153.65504455566406","153.65504455566406","153.65504455566406"
"471","98.52764129638672","98.52764129638672","98.52764129638672"
"474","87.50663757324219","87.50663757324219","87.50663757324219"
"476","125.04684448242188","125.04684448242188","125.04684448242188"
"481","182.80520629882812","182.80520629882812","182.80520629882812"
"482","41.27793502807617","41.27793502807617","41.27793502807617"
"487","62.51563262939453","62.51563262939453","62.51563262939453"
"488","116.75199890136719","116.75199890136719","116.75199890136719"
"489","36.16564178466797","36.16564178466797","36.16564178466797"
"493","101.35990142822266","101.35990142822266","101.35990142822266"
"494","82.91087341308594","82.91087341308594","82.91087341308594"
"495","54.384674072265625","54.384674072265625","54.384674072265625"
"496","168.1216278076172","168.1216278076172","168.1216278076172"
"497","104.0592041015625","104.0592041015625","104.0592041015625"
"498","40.27796173095703","40.27796173095703","40.27796173095703"
"500","45.26349639892578","45.26349639892578","45.26349639892578"
"501","112.77739715576172","112.77739715576172","112.77739715576172"
"502","76.12023162841797","76.12023162841797","76.12023162841797"
"505","94.97763061523438","94.97763061523438","94.97763061523438"
"510","57.138145446777344","57.138145446777344","57.138145446777344"
"511","37.61958312988281","37.61958312988281","37.61958312988281"
"512","95.89700317382812","95.89700317382812","95.89700317382812"
"513","136.5739288330078","136.5739288330078","136.5739288330078"
"514","78.36778259277344","78.36778259277344","78.36778259277344"
"516","63.97983932495117","63.97983932495117","63.97983932495117"
"518","86.33677673339844","86.33677673339844","86.33677673339844"
"519","47.128875732421875","47.128875732421875","47.128875732421875"
"525","139.43817138671875","139.43817138671875","139.43817138671875"
"526","127.07267761230469","127.07267761230469","127.07267761230469"
"530","95.80081939697266","95.80081939697266","95.80081939697266"
"531","54.281681060791016","54.281681060791016","54.281681060791016"
"533","88.91539764404297","88.91539764404297","88.91539764404297"
"535","81.65113067626953","81.65113067626953","81.65113067626953"
"536","129.32852172851562","129.32852172851562","129.32852172851562"
"541","43.36565017700195","43.36565017700195","43.36565017700195"
"542","47.60138702392578","47.60138702392578","47.60138702392578"
"544","153.99197387695312","153.99197387695312","153.99197387695312"
"548","44.145301818847656","44.145301818847656","44.145301818847656"
"549","76.82684326171875","76.82684326171875","76.82684326171875"
"550","39.2259521484375","39.2259521484375","39.2259521484375"
"551","104.63426208496094","104.63426208496094","104.63426208496094"
"559","77.59966278076172","77.59966278076172","77.59966278076172"
"563","111.96370697021484","111.96370697021484","111.96370697021484"
"564","206.97705078125","206.97705078125","206.97705078125"
"567","42.7379150390625","42.7379150390625","42.7379150390625"
"569","64.34866333007812","64.34866333007812","64.34866333007812"
"573","85.14688110351562","85.14688110351562","85.14688110351562"
"574","128.58511352539062","128.58511352539062","128.58511352539062"
"575","61.255332946777344","61.255332946777344","61.255332946777344"
"576","94.41797637939453","94.41797637939453","94.41797637939453"
"577","157.49603271484375","157.49603271484375","157.49603271484375"
"580","97.76406860351562","97.76406860351562","97.76406860351562"
"581","52.29558563232422","52.29558563232422","52.29558563232422"
"582","62.65070343017578","62.65070343017578","62.65070343017578"
"583","50.74200439453125","50.74200439453125","50.74200439453125"
"584","113.44512176513672","113.44512176513672","113.44512176513672"
"585","49.065345764160156","49.065345764160156","49.065345764160156"
"586","141.50161743164062","141.50161743164062","141.50161743164062"
"588","111.44038391113281","111.44038391113281","111.44038391113281"
"589","101.47200012207031","101.47200012207031","101.47200012207031"
"590","53.893253326416016","53.893253326416016","53.893253326416016"
"591","68.161376953125","68.161376953125","68.161376953125"
"592","172.66961669921875","172.66961669921875","172.66961669921875"
"594","57.18930435180664","57.18930435180664","57.18930435180664"
"595","116.83706665039062","116.83706665039062","116.83706665039062"
"596","56.49613571166992","56.49613571166992","56.49613571166992"
"597","55.23934555053711","55.23934555053711","55.23934555053711"
"598","131.76885986328125","131.76885986328125","131.76885986328125"
"601","37.83570098876953","37.83570098876953","37.83570098876953"
"602","79.07266235351562","79.07266235351562","79.07266235351562"
"603","68.99622344970703","68.99622344970703","68.99622344970703"
"605","65.47578430175781","65.47578430175781","65.47578430175781"
"607","103.58450317382812","103.58450317382812","103.58450317382812"
"608","42.992279052734375","42.992279052734375","42.992279052734375"
"609","42.93845748901367","42.93845748901367","42.93845748901367"
"612","136.34072875976562","136.34072875976562","136.34072875976562"
"613","79.38410186767578","79.38410186767578","79.38410186767578"
"615","80.224365234375","80.224365234375","80.224365234375"
"616","55.588600158691406","55.588600158691406","55.588600158691406"
"618","95.37374114990234","95.37374114990234","95.37374114990234"
"620","122.4591064453125","122.4591064453125","122.4591064453125"
"621","184.19589233398438","184.19589233398438","184.19589233398438"
"622","73.06832122802734","73.06832122802734","73.06832122802734"
"624","101.9041976928711","101.9041976928711","101.9041976928711"
"625","63.973793029785156","63.973793029785156","63.973793029785156"
"627","175.79220581054688","175.79220581054688","175.79220581054688"
"629","76.74687957763672","76.74687957763672","76.74687957763672"
"631","35.7430534362793","35.7430534362793","35.7430534362793"
"633","61.936187744140625","61.936187744140625","61.936187744140625"
"634","77.88954162597656","77.88954162597656","77.88954162597656"
"635","31.2876033782959","31.2876033782959","31.2876033782959"
"642","41.95049285888672","41.95049285888672","41.95049285888672"
"643","104.38965606689453","104.38965606689453","104.38965606689453"
"644","45.01896667480469","45.01896667480469","45.01896667480469"
"645","129.9786834716797","129.9786834716797","129.9786834716797"
"646","65.1884994506836","65.1884994506836","65.1884994506836"
"647","194.26669311523438","194.26669311523438","194.26669311523438"
"648","111.13265991210938","111.13265991210938","111.13265991210938"
"649","98.56278991699219","98.56278991699219","98.56278991699219"
"650","72.79261779785156","72.79261779785156","72.79261779785156"
"651","95.5955810546875","95.5955810546875","95.5955810546875"
"652","32.408565521240234","32.408565521240234","32.408565521240234"
"661","79.81684875488281","79.81684875488281","79.81684875488281"
"662","92.66944885253906","92.66944885253906","92.66944885253906"
"666","58.351104736328125","58.351104736328125","58.351104736328125"
"667","60.90477752685547","60.90477752685547","60.90477752685547"
"670","65.1458740234375","65.1458740234375","65.1458740234375"
"674","46.74321746826172","46.74321746826172","46.74321746826172"
"675","37.85093307495117","37.85093307495117","37.85093307495117"
"680","68.73712921142578","68.73712921142578","68.73712921142578"
"682","47.57987594604492","47.57987594604492","47.57987594604492"
"685","103.91719055175781","103.91719055175781","103.91719055175781"
"687","108.272216796875","108.272216796875","108.272216796875"
"690","74.05409240722656","74.05409240722656","74.05409240722656"
"691","35.39143371582031","35.39143371582031","35.39143371582031"
"692","43.43165588378906","43.43165588378906","43.43165588378906"
"694","98.369140625","98.369140625","98.369140625"
"696","62.04646301269531","62.04646301269531","62.04646301269531"
"699","75.69324493408203","75.69324493408203","75.69324493408203"
"701","103.68505859375","103.68505859375","103.68505859375"
"702","78.56759643554688","78.56759643554688","78.56759643554688"
"712","57.08580017089844","57.08580017089844","57.08580017089844"
"714","74.5198745727539","74.5198745727539","74.5198745727539"
"718","62.196144104003906","62.196144104003906","62.196144104003906"
"719","109.02693939208984","109.02693939208984","109.02693939208984"
"721","62.15214920043945","62.15214920043945","62.15214920043945"
"723","67.25289916992188","67.25289916992188","67.25289916992188"
"725","98.47550964355469","98.47550964355469","98.47550964355469"
"726","49.44282150268555","49.44282150268555","49.44282150268555"
"728","101.91627502441406","101.91627502441406","101.91627502441406"
"730","57.84117889404297","57.84117889404297","57.84117889404297"
"733","59.40480041503906","59.40480041503906","59.40480041503906"
"738","69.9832534790039","69.9832534790039","69.9832534790039"
"743","82.20972442626953","82.20972442626953","82.20972442626953"
"744","116.3575210571289","116.3575210571289","116.3575210571289"
"745","39.099761962890625","39.099761962890625","39.099761962890625"
"750","59.828407287597656","59.828407287597656","59.828407287597656"
"751","97.7677230834961","97.7677230834961","97.7677230834961"
"753","146.5809326171875","146.5809326171875","146.5809326171875"
"754","77.309814453125","77.309814453125","77.309814453125"
"757","77.87274169921875","77.87274169921875","77.87274169921875"
"758","61.3377571105957","61.3377571105957","61.3377571105957"
"759","53.00163269042969","53.00163269042969","53.00163269042969"
"760","67.44813537597656","67.44813537597656","67.44813537597656"
"762","59.99932098388672","59.99932098388672","59.99932098388672"
"763","85.23847198486328","85.23847198486328","85.23847198486328"
"768","61.90705871582031","61.90705871582031","61.90705871582031"
"769","61.57704162597656","61.57704162597656","61.57704162597656"
"772","60.359458923339844","60.359458923339844","60.359458923339844"
"773","36.848201751708984","36.848201751708984","36.848201751708984"
"775","93.28607177734375","93.28607177734375","93.28607177734375"
"781","37.832115173339844","37.832115173339844","37.832115173339844"
"782","36.45762252807617","36.45762252807617","36.45762252807617"
"783","98.0975570678711","98.0975570678711","98.0975570678711"
"784","51.03513717651367","51.03513717651367","51.03513717651367"
"788","82.55072784423828","82.55072784423828","82.55072784423828"
"789","83.90560913085938","83.90560913085938","83.90560913085938"
"790","50.023170471191406","50.023170471191406","50.023170471191406"
"794","31.452199935913086","31.452199935913086","31.452199935913086"
"801","37.7492561340332","37.7492561340332","37.7492561340332"
"804","64.73434448242188","64.73434448242188","64.73434448242188"
"806","61.54643630981445","61.54643630981445","61.54643630981445"
"807","101.20145416259766","101.20145416259766","101.20145416259766"
"812","43.12334442138672","43.12334442138672","43.12334442138672"
"817","92.67269134521484","92.67269134521484","92.67269134521484"
"826","136.65841674804688","136.65841674804688","136.65841674804688"
"827","59.064510345458984","59.064510345458984","59.064510345458984"
"832","135.63453674316406","135.63453674316406","135.63453674316406"
"837","34.58761978149414","34.58761978149414","34.58761978149414"
"838","55.46460723876953","55.46460723876953","55.46460723876953"
"839","84.71379089355469","84.71379089355469","84.71379089355469"
"843","73.01889038085938","73.01889038085938","73.01889038085938"
"848","83.50752258300781","83.50752258300781","83.50752258300781"
"850","103.07768249511719","103.07768249511719","103.07768249511719"
"853","70.83240509033203","70.83240509033203","70.83240509033203"
"854","69.9682846069336","69.9682846069336","69.9682846069336"
"857","70.00253295898438","70.00253295898438","70.00253295898438"
"861","52.68730926513672","52.68730926513672","52.68730926513672"
"863","131.28738403320312","131.28738403320312","131.28738403320312"
"867","37.621498107910156","37.621498107910156","37.621498107910156"
"870","38.88299560546875","38.88299560546875","38.88299560546875"
"872","90.73411560058594","90.73411560058594","90.73411560058594"
"873","40.02063751220703","40.02063751220703","40.02063751220703"
"875","47.28462600708008","47.28462600708008","47.28462600708008"
"876","99.14907836914062","99.14907836914062","99.14907836914062"
"877","78.70088195800781","78.70088195800781","78.70088195800781"
"878","76.25067901611328","76.25067901611328","76.25067901611328"
"881","77.66426086425781","77.66426086425781","77.66426086425781"
"882","95.09595489501953","95.09595489501953","95.09595489501953"
"884","53.40397262573242","53.40397262573242","53.40397262573242"
"885","34.6395263671875","34.6395263671875","34.6395263671875"
"888","121.80489349365234","121.80489349365234","121.80489349365234"
"891","182.1899871826172","182.1899871826172","182.1899871826172"
"895","61.98745346069336","61.98745346069336","61.98745346069336"
"898","84.69818878173828","84.69818878173828","84.69818878173828"
"900","35.619380950927734","35.619380950927734","35.619380950927734"
"903","88.31002807617188","88.31002807617188","88.31002807617188"
"905","53.804325103759766","53.804325103759766","53.804325103759766"
"906","152.96209716796875","152.96209716796875","152.96209716796875"
"908","38.348323822021484","38.348323822021484","38.348323822021484"
"909","74.29044342041016","74.29044342041016","74.29044342041016"
"912","119.74030303955078","119.74030303955078","119.74030303955078"
"913","109.26136779785156","109.26136779785156","109.26136779785156"
"916","33.48194122314453","33.48194122314453","33.48194122314453"
"919","49.213470458984375","49.213470458984375","49.213470458984375"
"920","63.29539108276367","63.29539108276367","63.29539108276367"
"921","36.67823791503906","36.67823791503906","36.67823791503906"
"924","127.00011444091797","127.00011444091797","127.00011444091797"
"925","75.6844253540039","75.6844253540039","75.6844253540039"
"927","127.62383270263672","127.62383270263672","127.62383270263672"
"931","43.04326629638672","43.04326629638672","43.04326629638672"
"937","52.077171325683594","52.077171325683594","52.077171325683594"
"938","36.91851043701172","36.91851043701172","36.91851043701172"
"939","34.43960952758789","34.43960952758789","34.43960952758789"
"943","72.06005859375","72.06005859375","72.06005859375"
"945","71.17242431640625","71.17242431640625","71.17242431640625"
"946","38.69200134277344","38.69200134277344","38.69200134277344"
"947","53.03491973876953","53.03491973876953","53.03491973876953"
"948","31.15142059326172","31.15142059326172","31.15142059326172"
"949","100.02012634277344","100.02012634277344","100.02012634277344"
"953","89.19206237792969","89.19206237792969","89.19206237792969"
"954","49.18797302246094","49.18797302246094","49.18797302246094"
"955","98.52236938476562","98.52236938476562","98.52236938476562"
"956","43.08290100097656","43.08290100097656","43.08290100097656"
"958","48.855499267578125","48.855499267578125","48.855499267578125"
"961","63.59016418457031","63.59016418457031","63.59016418457031"
"962","110.24065399169922","110.24065399169922","110.24065399169922"
"964","45.680721282958984","45.680721282958984","45.680721282958984"
"969","62.9190788269043","62.9190788269043","62.9190788269043"
"971","67.3502426147461","67.3502426147461","67.3502426147461"
"973","74.99141693115234","74.99141693115234","74.99141693115234"
"975","77.75486755371094","77.75486755371094","77.75486755371094"
"977","39.30885696411133","39.30885696411133","39.30885696411133"
"980","65.26544189453125","65.26544189453125","65.26544189453125"
"984","48.49971008300781","48.49971008300781","48.49971008300781"
"988","51.56343460083008","51.56343460083008","51.56343460083008"
"989","86.37930297851562","86.37930297851562","86.37930297851562"
"990","73.49060821533203","73.49060821533203","73.49060821533203"
"993","74.37974548339844","74.37974548339844","74.37974548339844"
"996","110.26156616210938","110.26156616210938","110.26156616210938"
"997","51.38251495361328","51.38251495361328","51.38251495361328"
"998","103.511962890625","103.511962890625","103.511962890625"
"1000","32.366580963134766","32.366580963134766","32.366580963134766"
"1001","35.86690902709961","35.86690902709961","35.86690902709961"
"1002","55.85327911376953","55.85327911376953","55.85327911376953"
"1004","72.86302947998047","72.86302947998047","72.86302947998047"
"1007","72.51780700683594","72.51780700683594","72.51780700683594"
"1008","33.91035461425781","33.91035461425781","33.91035461425781"
"1009","78.79659271240234","78.79659271240234","78.79659271240234"
"1010","78.53944396972656","78.53944396972656","78.53944396972656"
"1011","69.95523071289062","69.95523071289062","69.95523071289062"
"1012","64.80979919433594","64.80979919433594","64.80979919433594"
"1014","54.33244705200195","54.33244705200195","54.33244705200195"
"1018","40.40538787841797","40.40538787841797","40.40538787841797"
"1019","38.96217727661133","38.96217727661133","38.96217727661133"
"1020","78.95210266113281","78.95210266113281","78.95210266113281"
"1022","59.98017883300781","59.98017883300781","59.98017883300781"
"1024","65.988037109375","65.988037109375","65.988037109375"
"1025","57.8131217956543","57.8131217956543","57.8131217956543"
"1026","148.2354278564453","148.2354278564453","148.2354278564453"
"1027","130.84323120117188","130.84323120117188","130.84323120117188"
"1028","181.70632934570312","181.70632934570312","181.70632934570312"
"1030","60.378360748291016","60.378360748291016","60.378360748291016"
"1031","282.14788818359375","282.14788818359375","282.14788818359375"
"1038","90.10147094726562","90.10147094726562","90.10147094726562"
"1040","62.92300033569336","62.92300033569336","62.92300033569336"
"1041","136.0212860107422","136.0212860107422","136.0212860107422"
"1042","161.2039794921875","161.2039794921875","161.2039794921875"
"1044","97.14420318603516","97.14420318603516","97.14420318603516"
"1045","49.7723274230957","49.7723274230957","49.7723274230957"
"1048","44.61591720581055","44.61591720581055","44.61591720581055"
"1049","71.86481475830078","71.86481475830078","71.86481475830078"
"1053","417.39410400390625","417.39410400390625","417.39410400390625"
"1054","46.88725280761719","46.88725280761719","46.88725280761719"
"1055","50.294429779052734","50.294429779052734","50.294429779052734"
"1056","81.8987808227539","81.8987808227539","81.8987808227539"
"1058","93.495849609375","93.495849609375","93.495849609375"
"1060","97.44196319580078","97.44196319580078","97.44196319580078"
"1061","61.15004348754883","61.15004348754883","61.15004348754883"
