"Step","pretraining - train_loss","pretraining - train_loss__MIN","pretraining - train_loss__MAX"
"0","1232.083740234375","1232.083740234375","1232.083740234375"
"4","1104.845458984375","1104.845458984375","1104.845458984375"
"5","255.66819763183594","255.66819763183594","255.66819763183594"
"9","273.99200439453125","273.99200439453125","273.99200439453125"
"11","331.61309814453125","331.61309814453125","331.61309814453125"
"14","371.197265625","371.197265625","371.197265625"
"16","221.0253448486328","221.0253448486328","221.0253448486328"
"17","181.9102783203125","181.9102783203125","181.9102783203125"
"18","174.14027404785156","174.14027404785156","174.14027404785156"
"19","172.95448303222656","172.95448303222656","172.95448303222656"
"21","154.22848510742188","154.22848510742188","154.22848510742188"
"25","87.4117202758789","87.4117202758789","87.4117202758789"
"26","57.20466613769531","57.20466613769531","57.20466613769531"
"33","63.14132308959961","63.14132308959961","63.14132308959961"
"34","59.23760986328125","59.23760986328125","59.23760986328125"
"35","57.96318435668945","57.96318435668945","57.96318435668945"
"36","34.66621017456055","34.66621017456055","34.66621017456055"
"39","75.53952026367188","75.53952026367188","75.53952026367188"
"42","119.78482055664062","119.78482055664062","119.78482055664062"
"44","92.82601165771484","92.82601165771484","92.82601165771484"
"45","37.884735107421875","37.884735107421875","37.884735107421875"
"46","158.66641235351562","158.66641235351562","158.66641235351562"
"48","181.15301513671875","181.15301513671875","181.15301513671875"
"50","73.17608642578125","73.17608642578125","73.17608642578125"
"51","51.734397888183594","51.734397888183594","51.734397888183594"
"52","39.17517852783203","39.17517852783203","39.17517852783203"
"56","76.36119079589844","76.36119079589844","76.36119079589844"
"57","62.93107604980469","62.93107604980469","62.93107604980469"
"58","76.95016479492188","76.95016479492188","76.95016479492188"
"59","90.75155639648438","90.75155639648438","90.75155639648438"
"62","155.22023010253906","155.22023010253906","155.22023010253906"
"63","40.1279296875","40.1279296875","40.1279296875"
"66","128.46237182617188","128.46237182617188","128.46237182617188"
"68","47.33221435546875","47.33221435546875","47.33221435546875"
"70","140.1298370361328","140.1298370361328","140.1298370361328"
"71","127.61976623535156","127.61976623535156","127.61976623535156"
"72","67.50228118896484","67.50228118896484","67.50228118896484"
"73","122.29425048828125","122.29425048828125","122.29425048828125"
"74","132.76406860351562","132.76406860351562","132.76406860351562"
"76","56.0703125","56.0703125","56.0703125"
"77","116.44252014160156","116.44252014160156","116.44252014160156"
"79","57.720497131347656","57.720497131347656","57.720497131347656"
"82","73.20381927490234","73.20381927490234","73.20381927490234"
"83","36.63287353515625","36.63287353515625","36.63287353515625"
"87","98.7074966430664","98.7074966430664","98.7074966430664"
"88","72.2074203491211","72.2074203491211","72.2074203491211"
"91","72.78142547607422","72.78142547607422","72.78142547607422"
"93","74.35751342773438","74.35751342773438","74.35751342773438"
"94","125.56468200683594","125.56468200683594","125.56468200683594"
"96","73.75405883789062","73.75405883789062","73.75405883789062"
"99","69.29844665527344","69.29844665527344","69.29844665527344"
"100","64.32498168945312","64.32498168945312","64.32498168945312"
"102","82.64761352539062","82.64761352539062","82.64761352539062"
"105","110.82389068603516","110.82389068603516","110.82389068603516"
"107","34.62708282470703","34.62708282470703","34.62708282470703"
"108","79.69340515136719","79.69340515136719","79.69340515136719"
"117","38.84232711791992","38.84232711791992","38.84232711791992"
"118","61.05405044555664","61.05405044555664","61.05405044555664"
"121","66.58662414550781","66.58662414550781","66.58662414550781"
"123","71.19584655761719","71.19584655761719","71.19584655761719"
"125","103.39473724365234","103.39473724365234","103.39473724365234"
"127","164.6043243408203","164.6043243408203","164.6043243408203"
"135","60.72245788574219","60.72245788574219","60.72245788574219"
"136","185.03350830078125","185.03350830078125","185.03350830078125"
"138","76.80377960205078","76.80377960205078","76.80377960205078"
"139","71.39238739013672","71.39238739013672","71.39238739013672"
"142","70.603515625","70.603515625","70.603515625"
"143","237.87405395507812","237.87405395507812","237.87405395507812"
"145","84.34381103515625","84.34381103515625","84.34381103515625"
"146","102.04386901855469","102.04386901855469","102.04386901855469"
"148","48.1219482421875","48.1219482421875","48.1219482421875"
"149","147.91586303710938","147.91586303710938","147.91586303710938"
"150","82.01895141601562","82.01895141601562","82.01895141601562"
"152","41.868873596191406","41.868873596191406","41.868873596191406"
"153","91.03289031982422","91.03289031982422","91.03289031982422"
"154","153.0205078125","153.0205078125","153.0205078125"
"156","35.033241271972656","35.033241271972656","35.033241271972656"
"157","70.4304428100586","70.4304428100586","70.4304428100586"
"159","108.8860092163086","108.8860092163086","108.8860092163086"
"162","93.85899353027344","93.85899353027344","93.85899353027344"
"163","126.5538330078125","126.5538330078125","126.5538330078125"
"166","64.80130767822266","64.80130767822266","64.80130767822266"
"167","75.3514175415039","75.3514175415039","75.3514175415039"
"169","61.91678237915039","61.91678237915039","61.91678237915039"
"170","37.382720947265625","37.382720947265625","37.382720947265625"
"171","85.71913146972656","85.71913146972656","85.71913146972656"
"172","48.30604934692383","48.30604934692383","48.30604934692383"
"173","180.8315887451172","180.8315887451172","180.8315887451172"
"174","54.923763275146484","54.923763275146484","54.923763275146484"
"175","86.73664093017578","86.73664093017578","86.73664093017578"
"177","32.815921783447266","32.815921783447266","32.815921783447266"
"184","269.95654296875","269.95654296875","269.95654296875"
"185","71.78427124023438","71.78427124023438","71.78427124023438"
"187","80.28228759765625","80.28228759765625","80.28228759765625"
"189","120.30828857421875","120.30828857421875","120.30828857421875"
"192","141.7777099609375","141.7777099609375","141.7777099609375"
"194","49.84271240234375","49.84271240234375","49.84271240234375"
"196","43.28181076049805","43.28181076049805","43.28181076049805"
"197","96.26629638671875","96.26629638671875","96.26629638671875"
