"Step","pretraining - train_loss","pretraining - train_loss__MIN","pretraining - train_loss__MAX","100H_causal_sinh - train_loss","100H_causal_sinh - train_loss__MIN","100H_causal_sinh - train_loss__MAX"
"46","240.38160705566406","240.38160705566406","240.38160705566406","118.33951568603516","118.33951568603516","118.33951568603516"
"48","125.29051208496094","125.29051208496094","125.29051208496094","104.96279907226562","104.96279907226562","104.96279907226562"
"50","113.4091796875","113.4091796875","113.4091796875","102.65830993652344","102.65830993652344","102.65830993652344"
"51","74.592529296875","74.592529296875","74.592529296875","70.11569213867188","70.11569213867188","70.11569213867188"
"52","37.454010009765625","37.454010009765625","37.454010009765625","40.15808868408203","40.15808868408203","40.15808868408203"
"53","","","","135.076416015625","135.076416015625","135.076416015625"
"56","100.75821685791016","100.75821685791016","100.75821685791016","84.36995697021484","84.36995697021484","84.36995697021484"
"57","71.95726776123047","71.95726776123047","71.95726776123047","69.364013671875","69.364013671875","69.364013671875"
"58","57.75575637817383","57.75575637817383","57.75575637817383","56.457122802734375","56.457122802734375","56.457122802734375"
"59","151.5484619140625","151.5484619140625","151.5484619140625","133.92605590820312","133.92605590820312","133.92605590820312"
"62","204.35244750976562","204.35244750976562","204.35244750976562","159.9163360595703","159.9163360595703","159.9163360595703"
"63","38.077388763427734","38.077388763427734","38.077388763427734","41.45824432373047","41.45824432373047","41.45824432373047"
"66","196.67958068847656","196.67958068847656","196.67958068847656","155.12049865722656","155.12049865722656","155.12049865722656"
"68","73.26204681396484","73.26204681396484","73.26204681396484","66.1886215209961","66.1886215209961","66.1886215209961"
"70","176.61492919921875","176.61492919921875","176.61492919921875","148.93661499023438","148.93661499023438","148.93661499023438"
"71","169.76600646972656","169.76600646972656","169.76600646972656","141.3291473388672","141.3291473388672","141.3291473388672"
"72","71.74105072021484","71.74105072021484","71.74105072021484","62.2872200012207","62.2872200012207","62.2872200012207"
"73","130.13865661621094","130.13865661621094","130.13865661621094","107.53935241699219","107.53935241699219","107.53935241699219"
"74","121.89703369140625","121.89703369140625","121.89703369140625","112.97512817382812","112.97512817382812","112.97512817382812"
"76","73.05007934570312","73.05007934570312","73.05007934570312","65.53853607177734","65.53853607177734","65.53853607177734"
"77","129.049560546875","129.049560546875","129.049560546875","114.82308197021484","114.82308197021484","114.82308197021484"
"79","61.88265609741211","61.88265609741211","61.88265609741211","59.317657470703125","59.317657470703125","59.317657470703125"
"82","53.94630813598633","53.94630813598633","53.94630813598633","56.07260513305664","56.07260513305664","56.07260513305664"
"83","35.817474365234375","35.817474365234375","35.817474365234375","37.706939697265625","37.706939697265625","37.706939697265625"
"87","73.6166763305664","73.6166763305664","73.6166763305664","83.22952270507812","83.22952270507812","83.22952270507812"
"88","135.6571044921875","135.6571044921875","135.6571044921875","106.45098876953125","106.45098876953125","106.45098876953125"
"91","144.84390258789062","144.84390258789062","144.84390258789062","90.82959747314453","90.82959747314453","90.82959747314453"
"93","111.7463150024414","111.7463150024414","111.7463150024414","109.62003326416016","109.62003326416016","109.62003326416016"
"94","137.37515258789062","137.37515258789062","137.37515258789062","104.15795135498047","104.15795135498047","104.15795135498047"
"96","108.02633666992188","108.02633666992188","108.02633666992188","83.69487762451172","83.69487762451172","83.69487762451172"
"99","70.98052215576172","70.98052215576172","70.98052215576172","75.76080322265625","75.76080322265625","75.76080322265625"
"100","96.69589233398438","96.69589233398438","96.69589233398438","81.21196746826172","81.21196746826172","81.21196746826172"
"102","78.97946166992188","78.97946166992188","78.97946166992188","73.75405883789062","73.75405883789062","73.75405883789062"
"103","","","","104.43953704833984","104.43953704833984","104.43953704833984"
"105","180.33309936523438","180.33309936523438","180.33309936523438","160.2764892578125","160.2764892578125","160.2764892578125"
"107","34.89827346801758","34.89827346801758","34.89827346801758","37.186344146728516","37.186344146728516","37.186344146728516"
"108","100.93599700927734","100.93599700927734","100.93599700927734","92.70113372802734","92.70113372802734","92.70113372802734"
"117","36.99642562866211","36.99642562866211","36.99642562866211","40.05442810058594","40.05442810058594","40.05442810058594"
"118","59.60279083251953","59.60279083251953","59.60279083251953","59.982662200927734","59.982662200927734","59.982662200927734"
"121","75.52134704589844","75.52134704589844","75.52134704589844","72.2162094116211","72.2162094116211","72.2162094116211"
"123","72.8470458984375","72.8470458984375","72.8470458984375","80.63578796386719","80.63578796386719","80.63578796386719"
"125","143.5450439453125","143.5450439453125","143.5450439453125","113.15972900390625","113.15972900390625","113.15972900390625"
"127","100.8727798461914","100.8727798461914","100.8727798461914","134.33309936523438","134.33309936523438","134.33309936523438"
"135","56.728477478027344","56.728477478027344","56.728477478027344","56.818275451660156","56.818275451660156","56.818275451660156"
"136","120.8563232421875","120.8563232421875","120.8563232421875","119.76980590820312","119.76980590820312","119.76980590820312"
"138","68.47526550292969","68.47526550292969","68.47526550292969","69.53258514404297","69.53258514404297","69.53258514404297"
"139","67.22589111328125","67.22589111328125","67.22589111328125","71.44009399414062","71.44009399414062","71.44009399414062"
"142","98.21430969238281","98.21430969238281","98.21430969238281","100.48042297363281","100.48042297363281","100.48042297363281"
"143","267.3350830078125","267.3350830078125","267.3350830078125","335.2284240722656","335.2284240722656","335.2284240722656"
"145","75.12528991699219","75.12528991699219","75.12528991699219","77.40325927734375","77.40325927734375","77.40325927734375"
"146","73.47955322265625","73.47955322265625","73.47955322265625","79.27748107910156","79.27748107910156","79.27748107910156"
"148","41.10868453979492","41.10868453979492","41.10868453979492","45.154212951660156","45.154212951660156","45.154212951660156"
"149","110.03890991210938","110.03890991210938","110.03890991210938","121.69320678710938","121.69320678710938","121.69320678710938"
"150","62.401023864746094","62.401023864746094","62.401023864746094","80.184326171875","80.184326171875","80.184326171875"
"152","34.36388397216797","34.36388397216797","34.36388397216797","39.637596130371094","39.637596130371094","39.637596130371094"
"153","123.41899871826172","123.41899871826172","123.41899871826172","96.07807159423828","96.07807159423828","96.07807159423828"
"154","118.35883331298828","118.35883331298828","118.35883331298828","143.67916870117188","143.67916870117188","143.67916870117188"
"156","32.124027252197266","32.124027252197266","32.124027252197266","33.8383674621582","33.8383674621582","33.8383674621582"
"157","98.53933715820312","98.53933715820312","98.53933715820312","103.33256530761719","103.33256530761719","103.33256530761719"
"159","116.722412109375","116.722412109375","116.722412109375","124.07167053222656","124.07167053222656","124.07167053222656"
"162","112.69763946533203","112.69763946533203","112.69763946533203","92.61490631103516","92.61490631103516","92.61490631103516"
"163","209.32217407226562","209.32217407226562","209.32217407226562","97.51774597167969","97.51774597167969","97.51774597167969"
"166","38.65033721923828","38.65033721923828","38.65033721923828","44.27058029174805","44.27058029174805","44.27058029174805"
"167","64.97954559326172","64.97954559326172","64.97954559326172","67.78065490722656","67.78065490722656","67.78065490722656"
"169","59.666297912597656","59.666297912597656","59.666297912597656","62.606101989746094","62.606101989746094","62.606101989746094"
"170","33.6612434387207","33.6612434387207","33.6612434387207","36.99730682373047","36.99730682373047","36.99730682373047"
"171","83.32310485839844","83.32310485839844","83.32310485839844","136.7663116455078","136.7663116455078","136.7663116455078"
"172","49.76929473876953","49.76929473876953","49.76929473876953","54.34941101074219","54.34941101074219","54.34941101074219"
"173","200.67318725585938","200.67318725585938","200.67318725585938","259.6564025878906","259.6564025878906","259.6564025878906"
"174","52.57599639892578","52.57599639892578","52.57599639892578","59.61559295654297","59.61559295654297","59.61559295654297"
"175","69.2029800415039","69.2029800415039","69.2029800415039","103.36111450195312","103.36111450195312","103.36111450195312"
"177","30.819719314575195","30.819719314575195","30.819719314575195","33.06150436401367","33.06150436401367","33.06150436401367"
"184","206.10943603515625","206.10943603515625","206.10943603515625","269.2582702636719","269.2582702636719","269.2582702636719"
"185","49.029930114746094","49.029930114746094","49.029930114746094","56.93151092529297","56.93151092529297","56.93151092529297"
"187","77.48572540283203","77.48572540283203","77.48572540283203","103.43831634521484","103.43831634521484","103.43831634521484"
"189","156.5671844482422","156.5671844482422","156.5671844482422","151.58111572265625","151.58111572265625","151.58111572265625"
"192","119.07090759277344","119.07090759277344","119.07090759277344","159.4936065673828","159.4936065673828","159.4936065673828"
"193","","","","61.947608947753906","61.947608947753906","61.947608947753906"
"194","50.0273323059082","50.0273323059082","50.0273323059082","65.51492309570312","65.51492309570312","65.51492309570312"
"195","","","","122.91436767578125","122.91436767578125","122.91436767578125"
"196","34.118446350097656","34.118446350097656","34.118446350097656","39.9714469909668","39.9714469909668","39.9714469909668"
"197","68.17205047607422","68.17205047607422","68.17205047607422","82.78929138183594","82.78929138183594","82.78929138183594"
"209","53.3995361328125","53.3995361328125","53.3995361328125","61.27777862548828","61.27777862548828","61.27777862548828"
"211","69.7424545288086","69.7424545288086","69.7424545288086","87.09192657470703","87.09192657470703","87.09192657470703"
"213","84.56531524658203","84.56531524658203","84.56531524658203","108.30966186523438","108.30966186523438","108.30966186523438"
"221","95.27770233154297","95.27770233154297","95.27770233154297","92.132568359375","92.132568359375","92.132568359375"
"222","32.923274993896484","32.923274993896484","32.923274993896484","36.905784606933594","36.905784606933594","36.905784606933594"
"223","54.207176208496094","54.207176208496094","54.207176208496094","59.67789840698242","59.67789840698242","59.67789840698242"
"224","47.230438232421875","47.230438232421875","47.230438232421875","56.64358901977539","56.64358901977539","56.64358901977539"
"225","40.594696044921875","40.594696044921875","40.594696044921875","47.277793884277344","47.277793884277344","47.277793884277344"
"226","58.784950256347656","58.784950256347656","58.784950256347656","56.0894775390625","56.0894775390625","56.0894775390625"
"227","65.28961181640625","65.28961181640625","65.28961181640625","82.27069854736328","82.27069854736328","82.27069854736328"
"229","57.02666091918945","57.02666091918945","57.02666091918945","69.48828887939453","69.48828887939453","69.48828887939453"
"230","82.82491302490234","82.82491302490234","82.82491302490234","102.39507293701172","102.39507293701172","102.39507293701172"
"233","103.38217163085938","103.38217163085938","103.38217163085938","108.91956329345703","108.91956329345703","108.91956329345703"
"234","122.98622131347656","122.98622131347656","122.98622131347656","138.26611328125","138.26611328125","138.26611328125"
"235","138.0582275390625","138.0582275390625","138.0582275390625","254.63421630859375","254.63421630859375","254.63421630859375"
"237","","","","219.2669219970703","219.2669219970703","219.2669219970703"
"238","","","","33.94253921508789","33.94253921508789","33.94253921508789"
"240","54.45420837402344","54.45420837402344","54.45420837402344","69.37200164794922","69.37200164794922","69.37200164794922"
"243","95.46731567382812","95.46731567382812","95.46731567382812","132.58065795898438","132.58065795898438","132.58065795898438"
"244","93.5804443359375","93.5804443359375","93.5804443359375","128.02700805664062","128.02700805664062","128.02700805664062"
"246","120.84822082519531","120.84822082519531","120.84822082519531","215.6472625732422","215.6472625732422","215.6472625732422"
"247","31.522001266479492","31.522001266479492","31.522001266479492","36.759803771972656","36.759803771972656","36.759803771972656"
"249","33.685211181640625","33.685211181640625","33.685211181640625","38.00059509277344","38.00059509277344","38.00059509277344"
"253","55.986148834228516","55.986148834228516","55.986148834228516","58.20757293701172","58.20757293701172","58.20757293701172"
"254","63.79237365722656","63.79237365722656","63.79237365722656","68.6247787475586","68.6247787475586","68.6247787475586"
"256","61.041011810302734","61.041011810302734","61.041011810302734","82.21111297607422","82.21111297607422","82.21111297607422"
"258","106.0648193359375","106.0648193359375","106.0648193359375","123.176513671875","123.176513671875","123.176513671875"
"265","31.409072875976562","31.409072875976562","31.409072875976562","37.399932861328125","37.399932861328125","37.399932861328125"
"267","112.56056213378906","112.56056213378906","112.56056213378906","125.32574462890625","125.32574462890625","125.32574462890625"
"269","81.676513671875","81.676513671875","81.676513671875","103.34754943847656","103.34754943847656","103.34754943847656"
"272","33.93771743774414","33.93771743774414","33.93771743774414","38.411956787109375","38.411956787109375","38.411956787109375"
"273","130.498291015625","130.498291015625","130.498291015625","135.72402954101562","135.72402954101562","135.72402954101562"
"276","40.08392333984375","40.08392333984375","40.08392333984375","41.93260955810547","41.93260955810547","41.93260955810547"
"277","177.6004638671875","177.6004638671875","177.6004638671875","152.2695770263672","152.2695770263672","152.2695770263672"
"279","52.61789321899414","52.61789321899414","52.61789321899414","57.784385681152344","57.784385681152344","57.784385681152344"
"280","136.35641479492188","136.35641479492188","136.35641479492188","141.72796630859375","141.72796630859375","141.72796630859375"
"283","38.13910675048828","38.13910675048828","38.13910675048828","43.0692024230957","43.0692024230957","43.0692024230957"
"286","141.7600860595703","141.7600860595703","141.7600860595703","161.1891326904297","161.1891326904297","161.1891326904297"
"289","96.58859252929688","96.58859252929688","96.58859252929688","116.25475311279297","116.25475311279297","116.25475311279297"
"291","45.746177673339844","45.746177673339844","45.746177673339844","50.23484802246094","50.23484802246094","50.23484802246094"
"294","50.287635803222656","50.287635803222656","50.287635803222656","61.11132049560547","61.11132049560547","61.11132049560547"
"300","32.17439651489258","32.17439651489258","32.17439651489258","42.66011428833008","42.66011428833008","42.66011428833008"
"302","31.667194366455078","31.667194366455078","31.667194366455078","35.30457305908203","35.30457305908203","35.30457305908203"
"303","67.27377319335938","67.27377319335938","67.27377319335938","83.04659271240234","83.04659271240234","83.04659271240234"
"304","75.94893646240234","75.94893646240234","75.94893646240234","104.38995361328125","104.38995361328125","104.38995361328125"
"305","54.06561279296875","54.06561279296875","54.06561279296875","68.94914245605469","68.94914245605469","68.94914245605469"
"308","88.81731414794922","88.81731414794922","88.81731414794922","94.4726791381836","94.4726791381836","94.4726791381836"
"309","71.07429504394531","71.07429504394531","71.07429504394531","82.98153686523438","82.98153686523438","82.98153686523438"
"313","51.96464157104492","51.96464157104492","51.96464157104492","72.25006866455078","72.25006866455078","72.25006866455078"
"314","106.76231384277344","106.76231384277344","106.76231384277344","97.0811767578125","97.0811767578125","97.0811767578125"
"316","80.6634521484375","80.6634521484375","80.6634521484375","107.19068908691406","107.19068908691406","107.19068908691406"
"317","49.49315643310547","49.49315643310547","49.49315643310547","49.46179962158203","49.46179962158203","49.46179962158203"
"318","","","","62.85667037963867","62.85667037963867","62.85667037963867"
"319","91.36418151855469","91.36418151855469","91.36418151855469","111.94561767578125","111.94561767578125","111.94561767578125"
"324","73.94400787353516","73.94400787353516","73.94400787353516","105.9539566040039","105.9539566040039","105.9539566040039"
"325","94.7899169921875","94.7899169921875","94.7899169921875","155.26502990722656","155.26502990722656","155.26502990722656"
"330","36.140743255615234","36.140743255615234","36.140743255615234","41.366966247558594","41.366966247558594","41.366966247558594"
"331","77.1910400390625","77.1910400390625","77.1910400390625","106.46623229980469","106.46623229980469","106.46623229980469"
"332","","","","103.07035064697266","103.07035064697266","103.07035064697266"
"335","111.43477630615234","111.43477630615234","111.43477630615234","130.5851287841797","130.5851287841797","130.5851287841797"
"336","40.427406311035156","40.427406311035156","40.427406311035156","41.60765075683594","41.60765075683594","41.60765075683594"
"337","74.17463684082031","74.17463684082031","74.17463684082031","78.8963851928711","78.8963851928711","78.8963851928711"
"343","124.05715942382812","124.05715942382812","124.05715942382812","117.65455627441406","117.65455627441406","117.65455627441406"
"346","90.49726867675781","90.49726867675781","90.49726867675781","156.76651000976562","156.76651000976562","156.76651000976562"
"348","63.79927062988281","63.79927062988281","63.79927062988281","74.81644439697266","74.81644439697266","74.81644439697266"
"350","40.18854522705078","40.18854522705078","40.18854522705078","51.51154708862305","51.51154708862305","51.51154708862305"
"352","36.41362762451172","36.41362762451172","36.41362762451172","39.937068939208984","39.937068939208984","39.937068939208984"
"355","51.07640075683594","51.07640075683594","51.07640075683594","62.1687126159668","62.1687126159668","62.1687126159668"
"360","72.140625","72.140625","72.140625","108.1983871459961","108.1983871459961","108.1983871459961"
"361","44.61254119873047","44.61254119873047","44.61254119873047","55.824951171875","55.824951171875","55.824951171875"
"364","60.917869567871094","60.917869567871094","60.917869567871094","121.06290435791016","121.06290435791016","121.06290435791016"
"366","48.63417434692383","48.63417434692383","48.63417434692383","55.84389877319336","55.84389877319336","55.84389877319336"
"367","76.4184341430664","76.4184341430664","76.4184341430664","61.586387634277344","61.586387634277344","61.586387634277344"
"369","43.205841064453125","43.205841064453125","43.205841064453125","53.39553451538086","53.39553451538086","53.39553451538086"
"371","52.233333587646484","52.233333587646484","52.233333587646484","62.39341735839844","62.39341735839844","62.39341735839844"
"376","70.0773696899414","70.0773696899414","70.0773696899414","77.45852661132812","77.45852661132812","77.45852661132812"
"377","48.35060119628906","48.35060119628906","48.35060119628906","54.390377044677734","54.390377044677734","54.390377044677734"
"381","57.463096618652344","57.463096618652344","57.463096618652344","74.1443862915039","74.1443862915039","74.1443862915039"
"388","47.25780487060547","47.25780487060547","47.25780487060547","60.11222457885742","60.11222457885742","60.11222457885742"
"389","98.8246841430664","98.8246841430664","98.8246841430664","74.6891860961914","74.6891860961914","74.6891860961914"
"391","182.6142578125","182.6142578125","182.6142578125","181.533203125","181.533203125","181.533203125"
"392","35.83600997924805","35.83600997924805","35.83600997924805","43.893985748291016","43.893985748291016","43.893985748291016"
"394","50.43698501586914","50.43698501586914","50.43698501586914","79.99884033203125","79.99884033203125","79.99884033203125"
"396","123.51093292236328","123.51093292236328","123.51093292236328","237.8255157470703","237.8255157470703","237.8255157470703"
"400","58.46613311767578","58.46613311767578","58.46613311767578","69.11570739746094","69.11570739746094","69.11570739746094"
"404","31.59600067138672","31.59600067138672","31.59600067138672","40.11800003051758","40.11800003051758","40.11800003051758"
"405","69.61653900146484","69.61653900146484","69.61653900146484","93.2458267211914","93.2458267211914","93.2458267211914"
"406","80.04139709472656","80.04139709472656","80.04139709472656","109.11796569824219","109.11796569824219","109.11796569824219"
"409","124.06529235839844","124.06529235839844","124.06529235839844","129.60983276367188","129.60983276367188","129.60983276367188"
"413","97.95271301269531","97.95271301269531","97.95271301269531","141.44586181640625","141.44586181640625","141.44586181640625"
"424","29.575626373291016","29.575626373291016","29.575626373291016","32.60832977294922","32.60832977294922","32.60832977294922"
"425","56.45359802246094","56.45359802246094","56.45359802246094","59.826416015625","59.826416015625","59.826416015625"
"426","78.19743347167969","78.19743347167969","78.19743347167969","87.74996948242188","87.74996948242188","87.74996948242188"
"427","165.92987060546875","165.92987060546875","165.92987060546875","195.16439819335938","195.16439819335938","195.16439819335938"
"428","","","","94.56755828857422","94.56755828857422","94.56755828857422"
"429","54.469364166259766","54.469364166259766","54.469364166259766","72.41703796386719","72.41703796386719","72.41703796386719"
"434","73.32067108154297","73.32067108154297","73.32067108154297","101.80845642089844","101.80845642089844","101.80845642089844"
"440","42.34862518310547","42.34862518310547","42.34862518310547","48.04493713378906","48.04493713378906","48.04493713378906"
"441","31.484477996826172","31.484477996826172","31.484477996826172","36.390785217285156","36.390785217285156","36.390785217285156"
"446","44.00175476074219","44.00175476074219","44.00175476074219","49.267669677734375","49.267669677734375","49.267669677734375"
"450","108.60780334472656","108.60780334472656","108.60780334472656","125.48259735107422","125.48259735107422","125.48259735107422"
"453","97.37648010253906","97.37648010253906","97.37648010253906","106.29016876220703","106.29016876220703","106.29016876220703"
"454","45.7078742980957","45.7078742980957","45.7078742980957","52.42914962768555","52.42914962768555","52.42914962768555"
"455","45.506141662597656","45.506141662597656","45.506141662597656","59.831382751464844","59.831382751464844","59.831382751464844"
"456","49.08380889892578","49.08380889892578","49.08380889892578","56.64007568359375","56.64007568359375","56.64007568359375"
"457","82.77018737792969","82.77018737792969","82.77018737792969","93.02836608886719","93.02836608886719","93.02836608886719"
"459","57.29840850830078","57.29840850830078","57.29840850830078","94.61228942871094","94.61228942871094","94.61228942871094"
"460","66.58036041259766","66.58036041259766","66.58036041259766","72.30863952636719","72.30863952636719","72.30863952636719"
"461","43.07501220703125","43.07501220703125","43.07501220703125","50.39054489135742","50.39054489135742","50.39054489135742"
"462","66.40026092529297","66.40026092529297","66.40026092529297","65.68179321289062","65.68179321289062","65.68179321289062"
"464","60.89527130126953","60.89527130126953","60.89527130126953","68.22057342529297","68.22057342529297","68.22057342529297"
"467","100.3072509765625","100.3072509765625","100.3072509765625","80.75826263427734","80.75826263427734","80.75826263427734"
"469","113.08334350585938","113.08334350585938","113.08334350585938","153.65504455566406","153.65504455566406","153.65504455566406"
"471","141.98081970214844","141.98081970214844","141.98081970214844","98.52764129638672","98.52764129638672","98.52764129638672"
"474","79.03128814697266","79.03128814697266","79.03128814697266","87.50663757324219","87.50663757324219","87.50663757324219"
"476","115.44279479980469","115.44279479980469","115.44279479980469","125.04684448242188","125.04684448242188","125.04684448242188"
"481","141.46774291992188","141.46774291992188","141.46774291992188","182.80520629882812","182.80520629882812","182.80520629882812"
"482","35.37068176269531","35.37068176269531","35.37068176269531","41.27793502807617","41.27793502807617","41.27793502807617"
"487","45.997432708740234","45.997432708740234","45.997432708740234","62.51563262939453","62.51563262939453","62.51563262939453"
"488","96.99427795410156","96.99427795410156","96.99427795410156","116.75199890136719","116.75199890136719","116.75199890136719"
"489","31.510587692260742","31.510587692260742","31.510587692260742","36.16564178466797","36.16564178466797","36.16564178466797"
"493","91.50469970703125","91.50469970703125","91.50469970703125","101.35990142822266","101.35990142822266","101.35990142822266"
"494","79.29432678222656","79.29432678222656","79.29432678222656","82.91087341308594","82.91087341308594","82.91087341308594"
"495","48.977508544921875","48.977508544921875","48.977508544921875","54.384674072265625","54.384674072265625","54.384674072265625"
"496","127.75679016113281","127.75679016113281","127.75679016113281","168.1216278076172","168.1216278076172","168.1216278076172"
"497","106.28886413574219","106.28886413574219","106.28886413574219","104.0592041015625","104.0592041015625","104.0592041015625"
"498","34.649837493896484","34.649837493896484","34.649837493896484","40.27796173095703","40.27796173095703","40.27796173095703"
"500","32.87495422363281","32.87495422363281","32.87495422363281","45.26349639892578","45.26349639892578","45.26349639892578"
"501","74.4694595336914","74.4694595336914","74.4694595336914","112.77739715576172","112.77739715576172","112.77739715576172"
"502","65.23948669433594","65.23948669433594","65.23948669433594","76.12023162841797","76.12023162841797","76.12023162841797"
"505","82.67353820800781","82.67353820800781","82.67353820800781","94.97763061523438","94.97763061523438","94.97763061523438"
"510","50.54628372192383","50.54628372192383","50.54628372192383","57.138145446777344","57.138145446777344","57.138145446777344"
"511","32.41670608520508","32.41670608520508","32.41670608520508","37.61958312988281","37.61958312988281","37.61958312988281"
"512","86.0224609375","86.0224609375","86.0224609375","95.89700317382812","95.89700317382812","95.89700317382812"
"513","113.00118255615234","113.00118255615234","113.00118255615234","136.5739288330078","136.5739288330078","136.5739288330078"
"514","59.265045166015625","59.265045166015625","59.265045166015625","78.36778259277344","78.36778259277344","78.36778259277344"
"516","45.177886962890625","45.177886962890625","45.177886962890625","63.97983932495117","63.97983932495117","63.97983932495117"
"518","61.743648529052734","61.743648529052734","61.743648529052734","86.33677673339844","86.33677673339844","86.33677673339844"
"519","","","","47.128875732421875","47.128875732421875","47.128875732421875"
"525","114.82646179199219","114.82646179199219","114.82646179199219","139.43817138671875","139.43817138671875","139.43817138671875"
"526","106.89763641357422","106.89763641357422","106.89763641357422","127.07267761230469","127.07267761230469","127.07267761230469"
"530","","","","95.80081939697266","95.80081939697266","95.80081939697266"
"531","36.35253143310547","36.35253143310547","36.35253143310547","54.281681060791016","54.281681060791016","54.281681060791016"
"533","78.06104278564453","78.06104278564453","78.06104278564453","88.91539764404297","88.91539764404297","88.91539764404297"
"535","","","","81.65113067626953","81.65113067626953","81.65113067626953"
"536","126.07430267333984","126.07430267333984","126.07430267333984","129.32852172851562","129.32852172851562","129.32852172851562"
"541","36.97909927368164","36.97909927368164","36.97909927368164","43.36565017700195","43.36565017700195","43.36565017700195"
"542","39.520973205566406","39.520973205566406","39.520973205566406","47.60138702392578","47.60138702392578","47.60138702392578"
"544","113.9111557006836","113.9111557006836","113.9111557006836","153.99197387695312","153.99197387695312","153.99197387695312"
"548","39.54662322998047","39.54662322998047","39.54662322998047","44.145301818847656","44.145301818847656","44.145301818847656"
"549","58.84245300292969","58.84245300292969","58.84245300292969","76.82684326171875","76.82684326171875","76.82684326171875"
"550","35.622100830078125","35.622100830078125","35.622100830078125","39.2259521484375","39.2259521484375","39.2259521484375"
"551","72.68125915527344","72.68125915527344","72.68125915527344","104.63426208496094","104.63426208496094","104.63426208496094"
"559","62.53076171875","62.53076171875","62.53076171875","77.59966278076172","77.59966278076172","77.59966278076172"
"563","75.52531433105469","75.52531433105469","75.52531433105469","111.96370697021484","111.96370697021484","111.96370697021484"
"564","278.83544921875","278.83544921875","278.83544921875","206.97705078125","206.97705078125","206.97705078125"
"567","36.56980514526367","36.56980514526367","36.56980514526367","42.7379150390625","42.7379150390625","42.7379150390625"
"569","63.109798431396484","63.109798431396484","63.109798431396484","64.34866333007812","64.34866333007812","64.34866333007812"
"573","77.88825225830078","77.88825225830078","77.88825225830078","85.14688110351562","85.14688110351562","85.14688110351562"
"574","93.69862365722656","93.69862365722656","93.69862365722656","128.58511352539062","128.58511352539062","128.58511352539062"
"575","51.32856369018555","51.32856369018555","51.32856369018555","61.255332946777344","61.255332946777344","61.255332946777344"
"576","69.36692810058594","69.36692810058594","69.36692810058594","94.41797637939453","94.41797637939453","94.41797637939453"
"577","95.19517517089844","95.19517517089844","95.19517517089844","157.49603271484375","157.49603271484375","157.49603271484375"
"580","65.32313537597656","65.32313537597656","65.32313537597656","97.76406860351562","97.76406860351562","97.76406860351562"
"581","44.766578674316406","44.766578674316406","44.766578674316406","52.29558563232422","52.29558563232422","52.29558563232422"
"582","46.87214279174805","46.87214279174805","46.87214279174805","62.65070343017578","62.65070343017578","62.65070343017578"
"583","50.39652633666992","50.39652633666992","50.39652633666992","50.74200439453125","50.74200439453125","50.74200439453125"
