"Step","causal_nosinh_pt1 - train_loss","causal_nosinh_pt1 - train_loss__MIN","causal_nosinh_pt1 - train_loss__MAX"
"118","52.48957824707031","52.48957824707031","52.48957824707031"
"119","63.519508361816406","63.519508361816406","63.519508361816406"
"120","61.18434524536133","61.18434524536133","61.18434524536133"
"121","56.376243591308594","56.376243591308594","56.376243591308594"
"122","52.54399871826172","52.54399871826172","52.54399871826172"
"123","64.61390686035156","64.61390686035156","64.61390686035156"
"124","38.845252990722656","38.845252990722656","38.845252990722656"
"125","97.17788696289062","97.17788696289062","97.17788696289062"
"126","60.22370147705078","60.22370147705078","60.22370147705078"
"127","80.44998931884766","80.44998931884766","80.44998931884766"
"128","51.09679412841797","51.09679412841797","51.09679412841797"
"130","59.04794692993164","59.04794692993164","59.04794692993164"
"131","59.767059326171875","59.767059326171875","59.767059326171875"
"132","33.75823974609375","33.75823974609375","33.75823974609375"
"133","79.86740112304688","79.86740112304688","79.86740112304688"
"134","40.088768005371094","40.088768005371094","40.088768005371094"
"135","48.679237365722656","48.679237365722656","48.679237365722656"
"136","86.14273834228516","86.14273834228516","86.14273834228516"
"137","63.01524353027344","63.01524353027344","63.01524353027344"
"138","52.9132080078125","52.9132080078125","52.9132080078125"
"139","58.20246887207031","58.20246887207031","58.20246887207031"
"140","59.321319580078125","59.321319580078125","59.321319580078125"
"141","170.52755737304688","170.52755737304688","170.52755737304688"
"142","109.85955810546875","109.85955810546875","109.85955810546875"
"143","249.92800903320312","249.92800903320312","249.92800903320312"
"145","55.66859436035156","55.66859436035156","55.66859436035156"
"146","59.56291961669922","59.56291961669922","59.56291961669922"
"147","89.69392395019531","89.69392395019531","89.69392395019531"
"148","42.620948791503906","42.620948791503906","42.620948791503906"
"149","83.8948974609375","83.8948974609375","83.8948974609375"
"150","57.693359375","57.693359375","57.693359375"
"152","37.935035705566406","37.935035705566406","37.935035705566406"
"153","77.2528305053711","77.2528305053711","77.2528305053711"
"154","83.82732391357422","83.82732391357422","83.82732391357422"
"155","54.006439208984375","54.006439208984375","54.006439208984375"
"156","31.766653060913086","31.766653060913086","31.766653060913086"
"157","72.69913482666016","72.69913482666016","72.69913482666016"
"158","91.416259765625","91.416259765625","91.416259765625"
"159","78.16352844238281","78.16352844238281","78.16352844238281"
"160","42.460445404052734","42.460445404052734","42.460445404052734"
"161","73.14693450927734","73.14693450927734","73.14693450927734"
"162","65.71551513671875","65.71551513671875","65.71551513671875"
"163","75.15230560302734","75.15230560302734","75.15230560302734"
"164","33.56509780883789","33.56509780883789","33.56509780883789"
"166","45.34541320800781","45.34541320800781","45.34541320800781"
"167","54.02985382080078","54.02985382080078","54.02985382080078"
"168","62.01361083984375","62.01361083984375","62.01361083984375"
"169","49.513671875","49.513671875","49.513671875"
"170","35.320316314697266","35.320316314697266","35.320316314697266"
"171","71.51726531982422","71.51726531982422","71.51726531982422"
"172","43.549381256103516","43.549381256103516","43.549381256103516"
"173","228.88134765625","228.88134765625","228.88134765625"
"174","47.808380126953125","47.808380126953125","47.808380126953125"
"175","63.35455322265625","63.35455322265625","63.35455322265625"
"176","42.42300796508789","42.42300796508789","42.42300796508789"
"177","31.860933303833008","31.860933303833008","31.860933303833008"
"178","47.01390075683594","47.01390075683594","47.01390075683594"
"179","60.988800048828125","60.988800048828125","60.988800048828125"
"180","139.87767028808594","139.87767028808594","139.87767028808594"
"181","63.80995559692383","63.80995559692383","63.80995559692383"
"182","66.626220703125","66.626220703125","66.626220703125"
"183","61.1678466796875","61.1678466796875","61.1678466796875"
"184","150.8596954345703","150.8596954345703","150.8596954345703"
"185","47.278194427490234","47.278194427490234","47.278194427490234"
"187","67.16033172607422","67.16033172607422","67.16033172607422"
"188","49.35739517211914","49.35739517211914","49.35739517211914"
"189","90.06367492675781","90.06367492675781","90.06367492675781"
"191","53.861785888671875","53.861785888671875","53.861785888671875"
"192","116.42605590820312","116.42605590820312","116.42605590820312"
"193","47.142215728759766","47.142215728759766","47.142215728759766"
"194","50.63239288330078","50.63239288330078","50.63239288330078"
"195","78.8583984375","78.8583984375","78.8583984375"
"196","37.70497131347656","37.70497131347656","37.70497131347656"
"197","62.92054748535156","62.92054748535156","62.92054748535156"
"198","67.75800323486328","67.75800323486328","67.75800323486328"
"199","80.80506896972656","80.80506896972656","80.80506896972656"
"201","74.62283325195312","74.62283325195312","74.62283325195312"
"202","102.1042251586914","102.1042251586914","102.1042251586914"
"203","68.84143829345703","68.84143829345703","68.84143829345703"
"204","64.68862915039062","64.68862915039062","64.68862915039062"
"205","48.29057312011719","48.29057312011719","48.29057312011719"
"206","64.7579116821289","64.7579116821289","64.7579116821289"
"207","52.944671630859375","52.944671630859375","52.944671630859375"
"208","65.51006317138672","65.51006317138672","65.51006317138672"
"209","49.9173698425293","49.9173698425293","49.9173698425293"
"211","70.52973937988281","70.52973937988281","70.52973937988281"
"212","77.77101135253906","77.77101135253906","77.77101135253906"
"213","98.54051208496094","98.54051208496094","98.54051208496094"
"214","39.05788803100586","39.05788803100586","39.05788803100586"
"215","44.27133560180664","44.27133560180664","44.27133560180664"
"216","47.893890380859375","47.893890380859375","47.893890380859375"
"217","68.89393615722656","68.89393615722656","68.89393615722656"
"218","62.62533187866211","62.62533187866211","62.62533187866211"
"219","37.64745330810547","37.64745330810547","37.64745330810547"
"220","41.57623291015625","41.57623291015625","41.57623291015625"
"221","65.91554260253906","65.91554260253906","65.91554260253906"
"222","35.20208740234375","35.20208740234375","35.20208740234375"
"223","48.453609466552734","48.453609466552734","48.453609466552734"
"224","48.504058837890625","48.504058837890625","48.504058837890625"
"225","43.925479888916016","43.925479888916016","43.925479888916016"
"226","58.064300537109375","58.064300537109375","58.064300537109375"
"227","57.2245979309082","57.2245979309082","57.2245979309082"
"228","85.23689270019531","85.23689270019531","85.23689270019531"
"229","64.22624969482422","64.22624969482422","64.22624969482422"
"230","73.88033294677734","73.88033294677734","73.88033294677734"
"231","108.69564819335938","108.69564819335938","108.69564819335938"
"232","61.579105377197266","61.579105377197266","61.579105377197266"
"233","74.66522216796875","74.66522216796875","74.66522216796875"
"234","88.14806365966797","88.14806365966797","88.14806365966797"
"235","100.13570404052734","100.13570404052734","100.13570404052734"
"236","96.44343566894531","96.44343566894531","96.44343566894531"
"237","124.03666687011719","124.03666687011719","124.03666687011719"
"238","31.86313819885254","31.86313819885254","31.86313819885254"
"239","68.97906494140625","68.97906494140625","68.97906494140625"
"240","52.49296951293945","52.49296951293945","52.49296951293945"
"241","66.55488586425781","66.55488586425781","66.55488586425781"
"242","94.75321197509766","94.75321197509766","94.75321197509766"
"243","84.39424896240234","84.39424896240234","84.39424896240234"
"244","86.89652252197266","86.89652252197266","86.89652252197266"
"246","139.3892822265625","139.3892822265625","139.3892822265625"
"247","37.76702880859375","37.76702880859375","37.76702880859375"
"248","75.0842056274414","75.0842056274414","75.0842056274414"
"249","35.208011627197266","35.208011627197266","35.208011627197266"
"250","63.901756286621094","63.901756286621094","63.901756286621094"
"251","49.757564544677734","49.757564544677734","49.757564544677734"
"252","39.35062026977539","39.35062026977539","39.35062026977539"
"253","49.518638610839844","49.518638610839844","49.518638610839844"
"254","58.96625900268555","58.96625900268555","58.96625900268555"
"255","80.94091033935547","80.94091033935547","80.94091033935547"
"256","57.381591796875","57.381591796875","57.381591796875"
"257","60.15308380126953","60.15308380126953","60.15308380126953"
"258","82.05721282958984","82.05721282958984","82.05721282958984"
"259","36.78858184814453","36.78858184814453","36.78858184814453"
"260","118.6667251586914","118.6667251586914","118.6667251586914"
"261","34.30115509033203","34.30115509033203","34.30115509033203"
"263","33.687530517578125","33.687530517578125","33.687530517578125"
"264","87.14290618896484","87.14290618896484","87.14290618896484"
"265","33.27186965942383","33.27186965942383","33.27186965942383"
"267","97.02082824707031","97.02082824707031","97.02082824707031"
"268","33.85382843017578","33.85382843017578","33.85382843017578"
"269","81.6125717163086","81.6125717163086","81.6125717163086"
"270","44.47031021118164","44.47031021118164","44.47031021118164"
"271","37.1161003112793","37.1161003112793","37.1161003112793"
"272","38.61327362060547","38.61327362060547","38.61327362060547"
"273","112.84861755371094","112.84861755371094","112.84861755371094"
"274","43.524635314941406","43.524635314941406","43.524635314941406"
"275","92.86876678466797","92.86876678466797","92.86876678466797"
"276","39.37196731567383","39.37196731567383","39.37196731567383"
"277","97.18165588378906","97.18165588378906","97.18165588378906"
"278","76.13265991210938","76.13265991210938","76.13265991210938"
"279","55.271121978759766","55.271121978759766","55.271121978759766"
"280","95.9591064453125","95.9591064453125","95.9591064453125"
"281","67.66808319091797","67.66808319091797","67.66808319091797"
"282","46.478145599365234","46.478145599365234","46.478145599365234"
"283","39.88936996459961","39.88936996459961","39.88936996459961"
"285","58.41476821899414","58.41476821899414","58.41476821899414"
"286","106.35617065429688","106.35617065429688","106.35617065429688"
"287","53.26295471191406","53.26295471191406","53.26295471191406"
"289","78.06236267089844","78.06236267089844","78.06236267089844"
"290","55.959739685058594","55.959739685058594","55.959739685058594"
"291","44.07585525512695","44.07585525512695","44.07585525512695"
"292","80.4335708618164","80.4335708618164","80.4335708618164"
"293","82.4585189819336","82.4585189819336","82.4585189819336"
"294","43.08818054199219","43.08818054199219","43.08818054199219"
"295","51.382869720458984","51.382869720458984","51.382869720458984"
"296","79.33195495605469","79.33195495605469","79.33195495605469"
"297","54.02187728881836","54.02187728881836","54.02187728881836"
"298","43.820960998535156","43.820960998535156","43.820960998535156"
"299","62.74959945678711","62.74959945678711","62.74959945678711"
"300","37.45948791503906","37.45948791503906","37.45948791503906"
"301","73.38054656982422","73.38054656982422","73.38054656982422"
"302","33.857608795166016","33.857608795166016","33.857608795166016"
"303","56.78618621826172","56.78618621826172","56.78618621826172"
"304","63.89824676513672","63.89824676513672","63.89824676513672"
"305","46.91889190673828","46.91889190673828","46.91889190673828"
"306","67.96138000488281","67.96138000488281","67.96138000488281"
"307","34.21426010131836","34.21426010131836","34.21426010131836"
"308","69.099365234375","69.099365234375","69.099365234375"
"309","60.800018310546875","60.800018310546875","60.800018310546875"
"310","74.23578643798828","74.23578643798828","74.23578643798828"
"311","53.62970733642578","53.62970733642578","53.62970733642578"
"312","144.53582763671875","144.53582763671875","144.53582763671875"
"313","56.993892669677734","56.993892669677734","56.993892669677734"
"314","71.58893585205078","71.58893585205078","71.58893585205078"
"315","41.5576171875","41.5576171875","41.5576171875"
"316","73.57221984863281","73.57221984863281","73.57221984863281"
"317","41.15498352050781","41.15498352050781","41.15498352050781"
"318","52.24298858642578","52.24298858642578","52.24298858642578"
"319","78.30804443359375","78.30804443359375","78.30804443359375"
"320","57.57596206665039","57.57596206665039","57.57596206665039"
"321","43.12145233154297","43.12145233154297","43.12145233154297"
"322","94.85205841064453","94.85205841064453","94.85205841064453"
"323","48.049156188964844","48.049156188964844","48.049156188964844"
"324","74.22331237792969","74.22331237792969","74.22331237792969"
"325","109.49788665771484","109.49788665771484","109.49788665771484"
"326","45.01927947998047","45.01927947998047","45.01927947998047"
"327","48.71057891845703","48.71057891845703","48.71057891845703"
"328","81.78512573242188","81.78512573242188","81.78512573242188"
"329","85.44677734375","85.44677734375","85.44677734375"
"330","39.6732063293457","39.6732063293457","39.6732063293457"
"331","71.49508666992188","71.49508666992188","71.49508666992188"
"332","67.16363525390625","67.16363525390625","67.16363525390625"
"333","50.44029998779297","50.44029998779297","50.44029998779297"
"334","99.06582641601562","99.06582641601562","99.06582641601562"
"335","77.98734283447266","77.98734283447266","77.98734283447266"
"336","39.361480712890625","39.361480712890625","39.361480712890625"
"337","58.81206512451172","58.81206512451172","58.81206512451172"
"338","80.80718994140625","80.80718994140625","80.80718994140625"
"339","63.768310546875","63.768310546875","63.768310546875"
"340","144.9536895751953","144.9536895751953","144.9536895751953"
"341","40.08776092529297","40.08776092529297","40.08776092529297"
"342","53.40046310424805","53.40046310424805","53.40046310424805"
"343","90.38418579101562","90.38418579101562","90.38418579101562"
"344","40.30445098876953","40.30445098876953","40.30445098876953"
"346","68.61566925048828","68.61566925048828","68.61566925048828"
"347","92.3419189453125","92.3419189453125","92.3419189453125"
"348","50.66205596923828","50.66205596923828","50.66205596923828"
"349","55.36041259765625","55.36041259765625","55.36041259765625"
"350","44.19889450073242","44.19889450073242","44.19889450073242"
"351","96.98180389404297","96.98180389404297","96.98180389404297"
"352","40.47286605834961","40.47286605834961","40.47286605834961"
"353","65.21202850341797","65.21202850341797","65.21202850341797"
"354","56.32062911987305","56.32062911987305","56.32062911987305"
"355","53.8458251953125","53.8458251953125","53.8458251953125"
"357","79.48345184326172","79.48345184326172","79.48345184326172"
"358","38.51124954223633","38.51124954223633","38.51124954223633"
"359","52.1508674621582","52.1508674621582","52.1508674621582"
"360","64.5806655883789","64.5806655883789","64.5806655883789"
"361","43.70825958251953","43.70825958251953","43.70825958251953"
"362","45.369285583496094","45.369285583496094","45.369285583496094"
"363","75.08169555664062","75.08169555664062","75.08169555664062"
"364","61.93634033203125","61.93634033203125","61.93634033203125"
"365","63.86116409301758","63.86116409301758","63.86116409301758"
"366","44.44187927246094","44.44187927246094","44.44187927246094"
"367","47.151939392089844","47.151939392089844","47.151939392089844"
"369","42.7601203918457","42.7601203918457","42.7601203918457"
"370","35.70515823364258","35.70515823364258","35.70515823364258"
"371","48.846519470214844","48.846519470214844","48.846519470214844"
"372","76.89949798583984","76.89949798583984","76.89949798583984"
"373","52.998573303222656","52.998573303222656","52.998573303222656"
"374","52.4516716003418","52.4516716003418","52.4516716003418"
"375","66.07343292236328","66.07343292236328","66.07343292236328"
"376","55.13640594482422","55.13640594482422","55.13640594482422"
"377","43.3945426940918","43.3945426940918","43.3945426940918"
"378","74.36905670166016","74.36905670166016","74.36905670166016"
"379","70.76174926757812","70.76174926757812","70.76174926757812"
"380","64.95594787597656","64.95594787597656","64.95594787597656"
"381","55.1994514465332","55.1994514465332","55.1994514465332"
"382","109.57472229003906","109.57472229003906","109.57472229003906"
"383","38.62708282470703","38.62708282470703","38.62708282470703"
"384","58.84933853149414","58.84933853149414","58.84933853149414"
"385","79.80876922607422","79.80876922607422","79.80876922607422"
"386","55.82781982421875","55.82781982421875","55.82781982421875"
"387","70.38899230957031","70.38899230957031","70.38899230957031"
"388","48.83794021606445","48.83794021606445","48.83794021606445"
"389","72.27424621582031","72.27424621582031","72.27424621582031"
"390","64.9658203125","64.9658203125","64.9658203125"
"391","95.63530731201172","95.63530731201172","95.63530731201172"
"392","45.203887939453125","45.203887939453125","45.203887939453125"
"393","64.498046875","64.498046875","64.498046875"
"394","53.407196044921875","53.407196044921875","53.407196044921875"
"395","35.77995681762695","35.77995681762695","35.77995681762695"
"396","114.04635620117188","114.04635620117188","114.04635620117188"
"397","52.47716522216797","52.47716522216797","52.47716522216797"
"398","34.57794952392578","34.57794952392578","34.57794952392578"
"399","74.00447845458984","74.00447845458984","74.00447845458984"
"400","50.51439666748047","50.51439666748047","50.51439666748047"
"401","88.2906723022461","88.2906723022461","88.2906723022461"
"402","59.822391510009766","59.822391510009766","59.822391510009766"
"403","63.375144958496094","63.375144958496094","63.375144958496094"
"404","33.183799743652344","33.183799743652344","33.183799743652344"
"405","67.5943374633789","67.5943374633789","67.5943374633789"
"406","71.20999145507812","71.20999145507812","71.20999145507812"
"407","73.6304931640625","73.6304931640625","73.6304931640625"
"408","66.94322204589844","66.94322204589844","66.94322204589844"
"409","80.22313690185547","80.22313690185547","80.22313690185547"
"410","50.83833694458008","50.83833694458008","50.83833694458008"
"411","87.3828353881836","87.3828353881836","87.3828353881836"
"412","62.41912841796875","62.41912841796875","62.41912841796875"
"413","77.11664581298828","77.11664581298828","77.11664581298828"
"414","56.074180603027344","56.074180603027344","56.074180603027344"
"415","59.37104415893555","59.37104415893555","59.37104415893555"
"416","68.04541015625","68.04541015625","68.04541015625"
"417","80.53470611572266","80.53470611572266","80.53470611572266"
"418","55.74317932128906","55.74317932128906","55.74317932128906"
"419","53.78794860839844","53.78794860839844","53.78794860839844"
"420","41.748600006103516","41.748600006103516","41.748600006103516"
"421","60.91273498535156","60.91273498535156","60.91273498535156"
"422","84.83789825439453","84.83789825439453","84.83789825439453"
"423","72.16788482666016","72.16788482666016","72.16788482666016"
"424","33.61672592163086","33.61672592163086","33.61672592163086"
"425","48.90568923950195","48.90568923950195","48.90568923950195"
"426","59.45489501953125","59.45489501953125","59.45489501953125"
"427","150.51283264160156","150.51283264160156","150.51283264160156"
"428","58.111480712890625","58.111480712890625","58.111480712890625"
"429","47.62086486816406","47.62086486816406","47.62086486816406"
"430","93.05448913574219","93.05448913574219","93.05448913574219"
"431","63.68122100830078","63.68122100830078","63.68122100830078"
"432","53.10986328125","53.10986328125","53.10986328125"
"433","120.31185913085938","120.31185913085938","120.31185913085938"
"434","68.35629272460938","68.35629272460938","68.35629272460938"
"435","51.682861328125","51.682861328125","51.682861328125"
"436","74.47172546386719","74.47172546386719","74.47172546386719"
"438","52.425437927246094","52.425437927246094","52.425437927246094"
"439","43.810203552246094","43.810203552246094","43.810203552246094"
"440","43.628082275390625","43.628082275390625","43.628082275390625"
"441","34.281795501708984","34.281795501708984","34.281795501708984"
"442","50.78434753417969","50.78434753417969","50.78434753417969"
"443","59.437294006347656","59.437294006347656","59.437294006347656"
"444","60.937992095947266","60.937992095947266","60.937992095947266"
"445","86.35786437988281","86.35786437988281","86.35786437988281"
"446","44.70293426513672","44.70293426513672","44.70293426513672"
"447","42.99901580810547","42.99901580810547","42.99901580810547"
"448","68.27373504638672","68.27373504638672","68.27373504638672"
"449","30.83235740661621","30.83235740661621","30.83235740661621"
"450","99.29978942871094","99.29978942871094","99.29978942871094"
"451","47.99834442138672","47.99834442138672","47.99834442138672"
"452","57.39653015136719","57.39653015136719","57.39653015136719"
"453","80.86112976074219","80.86112976074219","80.86112976074219"
"454","44.6749382019043","44.6749382019043","44.6749382019043"
"455","45.800148010253906","45.800148010253906","45.800148010253906"
"456","44.00191116333008","44.00191116333008","44.00191116333008"
"457","81.03462982177734","81.03462982177734","81.03462982177734"
"458","41.7568359375","41.7568359375","41.7568359375"
"459","68.10504913330078","68.10504913330078","68.10504913330078"
"460","51.347084045410156","51.347084045410156","51.347084045410156"
"461","44.86262893676758","44.86262893676758","44.86262893676758"
"462","55.042625427246094","55.042625427246094","55.042625427246094"
"463","41.269798278808594","41.269798278808594","41.269798278808594"
"464","57.19287109375","57.19287109375","57.19287109375"
"465","87.23157501220703","87.23157501220703","87.23157501220703"
"466","56.5734977722168","56.5734977722168","56.5734977722168"
"467","57.80837631225586","57.80837631225586","57.80837631225586"
"468","49.058319091796875","49.058319091796875","49.058319091796875"
"469","107.99707794189453","107.99707794189453","107.99707794189453"
"470","41.40238952636719","41.40238952636719","41.40238952636719"
"471","70.95516204833984","70.95516204833984","70.95516204833984"
"472","40.0068359375","40.0068359375","40.0068359375"
"473","52.134674072265625","52.134674072265625","52.134674072265625"
"474","56.83464431762695","56.83464431762695","56.83464431762695"
"476","70.37285614013672","70.37285614013672","70.37285614013672"
"477","107.426025390625","107.426025390625","107.426025390625"
"478","48.30957794189453","48.30957794189453","48.30957794189453"
"479","41.52012252807617","41.52012252807617","41.52012252807617"
"480","76.6223373413086","76.6223373413086","76.6223373413086"
"481","103.1611328125","103.1611328125","103.1611328125"
"482","37.63761520385742","37.63761520385742","37.63761520385742"
"483","48.85993194580078","48.85993194580078","48.85993194580078"
"484","38.143531799316406","38.143531799316406","38.143531799316406"
"485","49.8060302734375","49.8060302734375","49.8060302734375"
"486","62.53920364379883","62.53920364379883","62.53920364379883"
"487","45.961631774902344","45.961631774902344","45.961631774902344"
"488","87.34689331054688","87.34689331054688","87.34689331054688"
"489","35.02032470703125","35.02032470703125","35.02032470703125"
"490","67.74190521240234","67.74190521240234","67.74190521240234"
"491","63.894466400146484","63.894466400146484","63.894466400146484"
"492","45.575504302978516","45.575504302978516","45.575504302978516"
"493","66.14257049560547","66.14257049560547","66.14257049560547"
"494","64.6799087524414","64.6799087524414","64.6799087524414"
"495","45.876853942871094","45.876853942871094","45.876853942871094"
"496","104.13954162597656","104.13954162597656","104.13954162597656"
"497","67.13798522949219","67.13798522949219","67.13798522949219"
"498","37.913326263427734","37.913326263427734","37.913326263427734"
"499","48.61932373046875","48.61932373046875","48.61932373046875"
"500","36.95701599121094","36.95701599121094","36.95701599121094"
"501","80.59366607666016","80.59366607666016","80.59366607666016"
"502","54.94678497314453","54.94678497314453","54.94678497314453"
"503","69.59149169921875","69.59149169921875","69.59149169921875"
"504","32.94004440307617","32.94004440307617","32.94004440307617"
"505","64.88221740722656","64.88221740722656","64.88221740722656"
"506","62.95132827758789","62.95132827758789","62.95132827758789"
"507","47.514007568359375","47.514007568359375","47.514007568359375"
"508","36.55000305175781","36.55000305175781","36.55000305175781"
"509","54.612892150878906","54.612892150878906","54.612892150878906"
"510","50.44490051269531","50.44490051269531","50.44490051269531"
"511","35.99658966064453","35.99658966064453","35.99658966064453"
"512","62.395477294921875","62.395477294921875","62.395477294921875"
"513","57.98124694824219","57.98124694824219","57.98124694824219"
"514","54.930931091308594","54.930931091308594","54.930931091308594"
"515","46.243263244628906","46.243263244628906","46.243263244628906"
"516","45.97125244140625","45.97125244140625","45.97125244140625"
"518","52.539886474609375","52.539886474609375","52.539886474609375"
"519","48.10786056518555","48.10786056518555","48.10786056518555"
