"Step","train_nocausal_correct_scheduler_pt3 - train_loss","train_nocausal_correct_scheduler_pt3 - train_loss__MIN","train_nocausal_correct_scheduler_pt3 - train_loss__MAX"
"0","28.922489166259766","28.922489166259766","28.922489166259766"
"1","23.343252182006836","23.343252182006836","23.343252182006836"
"2","23.69706153869629","23.69706153869629","23.69706153869629"
"3","22.98826789855957","22.98826789855957","22.98826789855957"
"4","31.488525390625","31.488525390625","31.488525390625"
"5","23.561935424804688","23.561935424804688","23.561935424804688"
"6","24.357446670532227","24.357446670532227","24.357446670532227"
"7","24.635690689086914","24.635690689086914","24.635690689086914"
"8","31.11848258972168","31.11848258972168","31.11848258972168"
"9","26.036706924438477","26.036706924438477","26.036706924438477"
"10","24.46572494506836","24.46572494506836","24.46572494506836"
"11","27.057634353637695","27.057634353637695","27.057634353637695"
"12","31.562026977539062","31.562026977539062","31.562026977539062"
"13","28.16023826599121","28.16023826599121","28.16023826599121"
"14","29.701887130737305","29.701887130737305","29.701887130737305"
"15","23.63550567626953","23.63550567626953","23.63550567626953"
"16","27.428319931030273","27.428319931030273","27.428319931030273"
"17","27.03714370727539","27.03714370727539","27.03714370727539"
"18","29.902793884277344","29.902793884277344","29.902793884277344"
"19","29.77014923095703","29.77014923095703","29.77014923095703"
"20","22.38475227355957","22.38475227355957","22.38475227355957"
"21","28.51544952392578","28.51544952392578","28.51544952392578"
"22","24.371845245361328","24.371845245361328","24.371845245361328"
"23","25.96820640563965","25.96820640563965","25.96820640563965"
"24","27.609243392944336","27.609243392944336","27.609243392944336"
"25","22.807662963867188","22.807662963867188","22.807662963867188"
"26","22.138105392456055","22.138105392456055","22.138105392456055"
"27","21.08464813232422","21.08464813232422","21.08464813232422"
"28","24.85903549194336","24.85903549194336","24.85903549194336"
"29","27.463512420654297","27.463512420654297","27.463512420654297"
"30","25.669103622436523","25.669103622436523","25.669103622436523"
"31","29.975662231445312","29.975662231445312","29.975662231445312"
"32","22.43866729736328","22.43866729736328","22.43866729736328"
"33","25.938621520996094","25.938621520996094","25.938621520996094"
"34","22.664297103881836","22.664297103881836","22.664297103881836"
"35","23.372390747070312","23.372390747070312","23.372390747070312"
"36","20.31026840209961","20.31026840209961","20.31026840209961"
"37","24.193281173706055","24.193281173706055","24.193281173706055"
"38","23.725872039794922","23.725872039794922","23.725872039794922"
"39","22.964698791503906","22.964698791503906","22.964698791503906"
"40","21.090463638305664","21.090463638305664","21.090463638305664"
"41","28.606924057006836","28.606924057006836","28.606924057006836"
"42","35.1151237487793","35.1151237487793","35.1151237487793"
"43","28.405609130859375","28.405609130859375","28.405609130859375"
"44","25.59999656677246","25.59999656677246","25.59999656677246"
"45","22.33700942993164","22.33700942993164","22.33700942993164"
"46","32.87478256225586","32.87478256225586","32.87478256225586"
"47","23.379444122314453","23.379444122314453","23.379444122314453"
"48","29.838546752929688","29.838546752929688","29.838546752929688"
"49","24.221996307373047","24.221996307373047","24.221996307373047"
"50","27.131324768066406","27.131324768066406","27.131324768066406"
"51","25.429338455200195","25.429338455200195","25.429338455200195"
"52","22.49346923828125","22.49346923828125","22.49346923828125"
"53","26.8009033203125","26.8009033203125","26.8009033203125"
"54","26.832544326782227","26.832544326782227","26.832544326782227"
"55","25.928783416748047","25.928783416748047","25.928783416748047"
"56","26.634679794311523","26.634679794311523","26.634679794311523"
"57","23.514751434326172","23.514751434326172","23.514751434326172"
"58","21.60991859436035","21.60991859436035","21.60991859436035"
"59","35.59881591796875","35.59881591796875","35.59881591796875"
"60","27.135334014892578","27.135334014892578","27.135334014892578"
"61","30.203784942626953","30.203784942626953","30.203784942626953"
"62","30.08411407470703","30.08411407470703","30.08411407470703"
"63","22.73038673400879","22.73038673400879","22.73038673400879"
"64","25.084808349609375","25.084808349609375","25.084808349609375"
"65","26.416181564331055","26.416181564331055","26.416181564331055"
"66","29.687637329101562","29.687637329101562","29.687637329101562"
"67","22.364294052124023","22.364294052124023","22.364294052124023"
"68","22.46832275390625","22.46832275390625","22.46832275390625"
"69","23.985069274902344","23.985069274902344","23.985069274902344"
"70","27.404401779174805","27.404401779174805","27.404401779174805"
"71","26.27155303955078","26.27155303955078","26.27155303955078"
"72","24.69939422607422","24.69939422607422","24.69939422607422"
"73","31.611820220947266","31.611820220947266","31.611820220947266"
"74","30.43964958190918","30.43964958190918","30.43964958190918"
"75","24.731918334960938","24.731918334960938","24.731918334960938"
"76","25.970130920410156","25.970130920410156","25.970130920410156"
"77","29.15504264831543","29.15504264831543","29.15504264831543"
"78","28.643104553222656","28.643104553222656","28.643104553222656"
"79","25.276390075683594","25.276390075683594","25.276390075683594"
"80","22.53806495666504","22.53806495666504","22.53806495666504"
"81","23.372337341308594","23.372337341308594","23.372337341308594"
"82","23.23700714111328","23.23700714111328","23.23700714111328"
"83","22.434967041015625","22.434967041015625","22.434967041015625"
"84","27.99228286743164","27.99228286743164","27.99228286743164"
"85","28.49812889099121","28.49812889099121","28.49812889099121"
"86","28.09735107421875","28.09735107421875","28.09735107421875"
"87","26.996517181396484","26.996517181396484","26.996517181396484"
"88","27.96897315979004","27.96897315979004","27.96897315979004"
"89","28.005420684814453","28.005420684814453","28.005420684814453"
"90","32.06297302246094","32.06297302246094","32.06297302246094"
"91","26.50238800048828","26.50238800048828","26.50238800048828"
"92","22.255239486694336","22.255239486694336","22.255239486694336"
"93","28.87809944152832","28.87809944152832","28.87809944152832"
"94","27.662607192993164","27.662607192993164","27.662607192993164"
"95","23.190298080444336","23.190298080444336","23.190298080444336"
"96","23.33335304260254","23.33335304260254","23.33335304260254"
"97","20.112070083618164","20.112070083618164","20.112070083618164"
"98","23.118846893310547","23.118846893310547","23.118846893310547"
"99","24.210186004638672","24.210186004638672","24.210186004638672"
"100","26.904521942138672","26.904521942138672","26.904521942138672"
"101","26.97483253479004","26.97483253479004","26.97483253479004"
"102","23.960662841796875","23.960662841796875","23.960662841796875"
"103","27.96092414855957","27.96092414855957","27.96092414855957"
"104","24.858173370361328","24.858173370361328","24.858173370361328"
"105","31.366439819335938","31.366439819335938","31.366439819335938"
"106","31.571945190429688","31.571945190429688","31.571945190429688"
"107","21.59429931640625","21.59429931640625","21.59429931640625"
"108","24.992835998535156","24.992835998535156","24.992835998535156"
"109","25.263124465942383","25.263124465942383","25.263124465942383"
"110","26.221590042114258","26.221590042114258","26.221590042114258"
"111","25.549518585205078","25.549518585205078","25.549518585205078"
"112","27.668254852294922","27.668254852294922","27.668254852294922"
"113","25.537517547607422","25.537517547607422","25.537517547607422"
"114","26.001296997070312","26.001296997070312","26.001296997070312"
"115","24.68161964416504","24.68161964416504","24.68161964416504"
"116","23.490835189819336","23.490835189819336","23.490835189819336"
"117","21.806228637695312","21.806228637695312","21.806228637695312"
"118","27.420278549194336","27.420278549194336","27.420278549194336"
"119","23.552642822265625","23.552642822265625","23.552642822265625"
"120","23.79203224182129","23.79203224182129","23.79203224182129"
"121","25.119007110595703","25.119007110595703","25.119007110595703"
"122","24.211801528930664","24.211801528930664","24.211801528930664"
"123","26.462745666503906","26.462745666503906","26.462745666503906"
"124","21.129308700561523","21.129308700561523","21.129308700561523"
"125","27.6409854888916","27.6409854888916","27.6409854888916"
"126","28.802104949951172","28.802104949951172","28.802104949951172"
"127","25.788005828857422","25.788005828857422","25.788005828857422"
"128","23.380544662475586","23.380544662475586","23.380544662475586"
"129","26.674442291259766","26.674442291259766","26.674442291259766"
"130","28.99701690673828","28.99701690673828","28.99701690673828"
"131","26.594188690185547","26.594188690185547","26.594188690185547"
"132","22.227140426635742","22.227140426635742","22.227140426635742"
"133","28.303688049316406","28.303688049316406","28.303688049316406"
"134","22.959815979003906","22.959815979003906","22.959815979003906"
"135","25.609981536865234","25.609981536865234","25.609981536865234"
"136","27.94322395324707","27.94322395324707","27.94322395324707"
"137","26.111778259277344","26.111778259277344","26.111778259277344"
"138","23.908292770385742","23.908292770385742","23.908292770385742"
"139","28.274538040161133","28.274538040161133","28.274538040161133"
"140","24.044414520263672","24.044414520263672","24.044414520263672"
"141","30.892234802246094","30.892234802246094","30.892234802246094"
"142","27.459789276123047","27.459789276123047","27.459789276123047"
"143","54.54232406616211","54.54232406616211","54.54232406616211"
"144","24.358598709106445","24.358598709106445","24.358598709106445"
"145","24.498233795166016","24.498233795166016","24.498233795166016"
"146","26.972293853759766","26.972293853759766","26.972293853759766"
"147","30.893476486206055","30.893476486206055","30.893476486206055"
"148","24.593318939208984","24.593318939208984","24.593318939208984"
"149","25.711950302124023","25.711950302124023","25.711950302124023"
"150","25.08172607421875","25.08172607421875","25.08172607421875"
"151","27.031524658203125","27.031524658203125","27.031524658203125"
"152","22.716995239257812","22.716995239257812","22.716995239257812"
"153","29.365877151489258","29.365877151489258","29.365877151489258"
"154","27.723670959472656","27.723670959472656","27.723670959472656"
"155","24.54376983642578","24.54376983642578","24.54376983642578"
"156","20.45447540283203","20.45447540283203","20.45447540283203"
"157","24.942424774169922","24.942424774169922","24.942424774169922"
"158","27.472301483154297","27.472301483154297","27.472301483154297"
"159","29.877717971801758","29.877717971801758","29.877717971801758"
"160","22.96424102783203","22.96424102783203","22.96424102783203"
"161","24.950536727905273","24.950536727905273","24.950536727905273"
"162","23.41450309753418","23.41450309753418","23.41450309753418"
"163","22.731491088867188","22.731491088867188","22.731491088867188"
"164","21.24359130859375","21.24359130859375","21.24359130859375"
"165","28.126811981201172","28.126811981201172","28.126811981201172"
"166","24.203033447265625","24.203033447265625","24.203033447265625"
"167","23.138235092163086","23.138235092163086","23.138235092163086"
"168","23.995296478271484","23.995296478271484","23.995296478271484"
"169","24.911540985107422","24.911540985107422","24.911540985107422"
"170","21.953561782836914","21.953561782836914","21.953561782836914"
"171","26.19613265991211","26.19613265991211","26.19613265991211"
"172","20.913549423217773","20.913549423217773","20.913549423217773"
"173","41.70646667480469","41.70646667480469","41.70646667480469"
"174","27.795934677124023","27.795934677124023","27.795934677124023"
"175","25.664011001586914","25.664011001586914","25.664011001586914"
"176","24.489242553710938","24.489242553710938","24.489242553710938"
"177","21.026592254638672","21.026592254638672","21.026592254638672"
"178","24.390918731689453","24.390918731689453","24.390918731689453"
"179","24.358766555786133","24.358766555786133","24.358766555786133"
"180","35.98807907104492","35.98807907104492","35.98807907104492"
"181","27.372272491455078","27.372272491455078","27.372272491455078"
"182","24.59519386291504","24.59519386291504","24.59519386291504"
"183","27.53597068786621","27.53597068786621","27.53597068786621"
"184","32.01539993286133","32.01539993286133","32.01539993286133"
"185","22.559778213500977","22.559778213500977","22.559778213500977"
"186","19.890783309936523","19.890783309936523","19.890783309936523"
"187","26.909215927124023","26.909215927124023","26.909215927124023"
"188","26.970134735107422","26.970134735107422","26.970134735107422"
"189","27.856767654418945","27.856767654418945","27.856767654418945"
"190","25.169715881347656","25.169715881347656","25.169715881347656"
"191","25.452518463134766","25.452518463134766","25.452518463134766"
"192","25.71737289428711","25.71737289428711","25.71737289428711"
"193","23.6672306060791","23.6672306060791","23.6672306060791"
"194","24.358623504638672","24.358623504638672","24.358623504638672"
"195","28.509437561035156","28.509437561035156","28.509437561035156"
"196","22.463802337646484","22.463802337646484","22.463802337646484"
"197","23.087919235229492","23.087919235229492","23.087919235229492"
"198","26.541086196899414","26.541086196899414","26.541086196899414"
"199","29.369335174560547","29.369335174560547","29.369335174560547"
"200","25.838001251220703","25.838001251220703","25.838001251220703"
"201","26.122148513793945","26.122148513793945","26.122148513793945"
"202","27.8629150390625","27.8629150390625","27.8629150390625"
"203","27.245471954345703","27.245471954345703","27.245471954345703"
"204","26.347030639648438","26.347030639648438","26.347030639648438"
"205","26.67057228088379","26.67057228088379","26.67057228088379"
"206","26.418502807617188","26.418502807617188","26.418502807617188"
"207","27.75720977783203","27.75720977783203","27.75720977783203"
"208","27.611501693725586","27.611501693725586","27.611501693725586"
"209","24.458362579345703","24.458362579345703","24.458362579345703"
"210","23.38863754272461","23.38863754272461","23.38863754272461"
"211","26.227214813232422","26.227214813232422","26.227214813232422"
"212","28.486671447753906","28.486671447753906","28.486671447753906"
"213","32.14132308959961","32.14132308959961","32.14132308959961"
"214","23.364429473876953","23.364429473876953","23.364429473876953"
"215","23.05223846435547","23.05223846435547","23.05223846435547"
"216","24.404315948486328","24.404315948486328","24.404315948486328"
"217","24.941787719726562","24.941787719726562","24.941787719726562"
"218","24.371047973632812","24.371047973632812","24.371047973632812"
"219","24.92205238342285","24.92205238342285","24.92205238342285"
"220","22.84526252746582","22.84526252746582","22.84526252746582"
"221","29.002090454101562","29.002090454101562","29.002090454101562"
"222","21.452308654785156","21.452308654785156","21.452308654785156"
"223","26.6401309967041","26.6401309967041","26.6401309967041"
"224","28.327251434326172","28.327251434326172","28.327251434326172"
"225","26.161636352539062","26.161636352539062","26.161636352539062"
"226","26.730247497558594","26.730247497558594","26.730247497558594"
"227","25.419845581054688","25.419845581054688","25.419845581054688"
"228","26.111581802368164","26.111581802368164","26.111581802368164"
"229","26.891698837280273","26.891698837280273","26.891698837280273"
"230","24.58415985107422","24.58415985107422","24.58415985107422"
"231","26.117813110351562","26.117813110351562","26.117813110351562"
"232","25.975894927978516","25.975894927978516","25.975894927978516"
"233","28.683805465698242","28.683805465698242","28.683805465698242"
"234","30.186717987060547","30.186717987060547","30.186717987060547"
"235","27.49903678894043","27.49903678894043","27.49903678894043"
"236","29.085895538330078","29.085895538330078","29.085895538330078"
"237","29.552854537963867","29.552854537963867","29.552854537963867"
"238","21.362716674804688","21.362716674804688","21.362716674804688"
"239","26.651376724243164","26.651376724243164","26.651376724243164"
"240","25.597997665405273","25.597997665405273","25.597997665405273"
"241","28.09442710876465","28.09442710876465","28.09442710876465"
"242","29.592744827270508","29.592744827270508","29.592744827270508"
"243","28.390151977539062","28.390151977539062","28.390151977539062"
"244","29.696619033813477","29.696619033813477","29.696619033813477"
"245","24.700836181640625","24.700836181640625","24.700836181640625"
"246","32.87064743041992","32.87064743041992","32.87064743041992"
"247","21.282974243164062","21.282974243164062","21.282974243164062"
