"Step","train_nocausal_correct_scheduler_pt1 - train_loss","train_nocausal_correct_scheduler_pt1 - train_loss__MIN","train_nocausal_correct_scheduler_pt1 - train_loss__MAX"
"0","620.033935546875","620.033935546875","620.033935546875"
"1","99.43096160888672","99.43096160888672","99.43096160888672"
"2","206.3053436279297","206.3053436279297","206.3053436279297"
"3","125.89022827148438","125.89022827148438","125.89022827148438"
"4","399.2188720703125","399.2188720703125","399.2188720703125"
"5","112.9405517578125","112.9405517578125","112.9405517578125"
"6","173.16346740722656","173.16346740722656","173.16346740722656"
"7","143.4764404296875","143.4764404296875","143.4764404296875"
"8","284.06988525390625","284.06988525390625","284.06988525390625"
"9","159.00108337402344","159.00108337402344","159.00108337402344"
"10","138.12074279785156","138.12074279785156","138.12074279785156"
"11","158.64373779296875","158.64373779296875","158.64373779296875"
"12","474.79266357421875","474.79266357421875","474.79266357421875"
"13","227.54246520996094","227.54246520996094","227.54246520996094"
"14","259.1640319824219","259.1640319824219","259.1640319824219"
"15","105.99535369873047","105.99535369873047","105.99535369873047"
"16","181.4874725341797","181.4874725341797","181.4874725341797"
"17","177.95571899414062","177.95571899414062","177.95571899414062"
"18","102.51225280761719","102.51225280761719","102.51225280761719"
"19","169.11135864257812","169.11135864257812","169.11135864257812"
"20","43.88873291015625","43.88873291015625","43.88873291015625"
"21","228.124755859375","228.124755859375","228.124755859375"
"22","54.54737854003906","54.54737854003906","54.54737854003906"
"23","203.09869384765625","203.09869384765625","203.09869384765625"
"24","177.34091186523438","177.34091186523438","177.34091186523438"
"25","85.81134796142578","85.81134796142578","85.81134796142578"
"26","100.95902252197266","100.95902252197266","100.95902252197266"
"27","43.477699279785156","43.477699279785156","43.477699279785156"
"28","51.403709411621094","51.403709411621094","51.403709411621094"
"29","145.1293182373047","145.1293182373047","145.1293182373047"
"30","91.09486389160156","91.09486389160156","91.09486389160156"
"31","257.7490539550781","257.7490539550781","257.7490539550781"
"32","64.71326446533203","64.71326446533203","64.71326446533203"
"33","124.57872009277344","124.57872009277344","124.57872009277344"
"34","59.75282287597656","59.75282287597656","59.75282287597656"
"35","86.568359375","86.568359375","86.568359375"
"36","35.37427520751953","35.37427520751953","35.37427520751953"
"37","43.816707611083984","43.816707611083984","43.816707611083984"
"38","75.74861145019531","75.74861145019531","75.74861145019531"
"39","120.35304260253906","120.35304260253906","120.35304260253906"
"40","92.25198364257812","92.25198364257812","92.25198364257812"
"41","99.54232788085938","99.54232788085938","99.54232788085938"
"42","203.19146728515625","203.19146728515625","203.19146728515625"
"43","155.30662536621094","155.30662536621094","155.30662536621094"
"44","123.30068969726562","123.30068969726562","123.30068969726562"
"45","37.39296340942383","37.39296340942383","37.39296340942383"
"46","183.38623046875","183.38623046875","183.38623046875"
"47","46.60634231567383","46.60634231567383","46.60634231567383"
"48","135.15985107421875","135.15985107421875","135.15985107421875"
"49","117.45933532714844","117.45933532714844","117.45933532714844"
"50","146.74978637695312","146.74978637695312","146.74978637695312"
"51","88.43505859375","88.43505859375","88.43505859375"
"52","38.81062698364258","38.81062698364258","38.81062698364258"
"53","182.90176391601562","182.90176391601562","182.90176391601562"
"54","91.40721130371094","91.40721130371094","91.40721130371094"
"55","75.2089614868164","75.2089614868164","75.2089614868164"
"56","112.61035919189453","112.61035919189453","112.61035919189453"
"57","88.89811706542969","88.89811706542969","88.89811706542969"
"58","67.88655090332031","67.88655090332031","67.88655090332031"
"59","154.66635131835938","154.66635131835938","154.66635131835938"
"60","178.23316955566406","178.23316955566406","178.23316955566406"
"61","212.31527709960938","212.31527709960938","212.31527709960938"
"62","282.86016845703125","282.86016845703125","282.86016845703125"
"63","39.3353271484375","39.3353271484375","39.3353271484375"
"64","72.94290161132812","72.94290161132812","72.94290161132812"
"65","107.16888427734375","107.16888427734375","107.16888427734375"
"66","246.70196533203125","246.70196533203125","246.70196533203125"
"67","37.456233978271484","37.456233978271484","37.456233978271484"
"68","78.28345489501953","78.28345489501953","78.28345489501953"
"69","86.45096588134766","86.45096588134766","86.45096588134766"
"70","203.56527709960938","203.56527709960938","203.56527709960938"
"71","287.74908447265625","287.74908447265625","287.74908447265625"
"72","80.82356262207031","80.82356262207031","80.82356262207031"
"73","152.1782989501953","152.1782989501953","152.1782989501953"
"74","153.41104125976562","153.41104125976562","153.41104125976562"
"75","143.28164672851562","143.28164672851562","143.28164672851562"
"76","76.34008026123047","76.34008026123047","76.34008026123047"
"77","138.19125366210938","138.19125366210938","138.19125366210938"
"78","134.91537475585938","134.91537475585938","134.91537475585938"
"79","67.90284729003906","67.90284729003906","67.90284729003906"
"80","40.48744201660156","40.48744201660156","40.48744201660156"
"81","37.99406433105469","37.99406433105469","37.99406433105469"
"82","54.306400299072266","54.306400299072266","54.306400299072266"
"83","36.98114013671875","36.98114013671875","36.98114013671875"
"84","113.6523208618164","113.6523208618164","113.6523208618164"
"85","102.57473754882812","102.57473754882812","102.57473754882812"
"86","144.98878479003906","144.98878479003906","144.98878479003906"
"87","78.94977569580078","78.94977569580078","78.94977569580078"
"88","109.934814453125","109.934814453125","109.934814453125"
"89","188.84750366210938","188.84750366210938","188.84750366210938"
"90","211.63174438476562","211.63174438476562","211.63174438476562"
"91","158.215087890625","158.215087890625","158.215087890625"
"92","52.23337173461914","52.23337173461914","52.23337173461914"
"93","118.48426818847656","118.48426818847656","118.48426818847656"
"94","122.5912857055664","122.5912857055664","122.5912857055664"
"95","72.07057189941406","72.07057189941406","72.07057189941406"
"96","99.40589904785156","99.40589904785156","99.40589904785156"
"97","31.56307601928711","31.56307601928711","31.56307601928711"
"98","109.33101654052734","109.33101654052734","109.33101654052734"
"99","77.61859130859375","77.61859130859375","77.61859130859375"
"100","87.58885192871094","87.58885192871094","87.58885192871094"
"101","122.75023651123047","122.75023651123047","122.75023651123047"
"102","114.38812255859375","114.38812255859375","114.38812255859375"
"103","144.0594940185547","144.0594940185547","144.0594940185547"
"104","67.59072875976562","67.59072875976562","67.59072875976562"
"105","191.53048706054688","191.53048706054688","191.53048706054688"
"106","110.3622817993164","110.3622817993164","110.3622817993164"
"107","35.51841735839844","35.51841735839844","35.51841735839844"
"108","119.35074615478516","119.35074615478516","119.35074615478516"
"109","65.09007263183594","65.09007263183594","65.09007263183594"
"110","55.558738708496094","55.558738708496094","55.558738708496094"
"111","113.2193832397461","113.2193832397461","113.2193832397461"
"112","105.33378601074219","105.33378601074219","105.33378601074219"
"113","60.93817138671875","60.93817138671875","60.93817138671875"
"114","104.37960815429688","104.37960815429688","104.37960815429688"
"115","74.55175018310547","74.55175018310547","74.55175018310547"
"116","66.731689453125","66.731689453125","66.731689453125"
"117","41.041473388671875","41.041473388671875","41.041473388671875"
"118","59.323429107666016","59.323429107666016","59.323429107666016"
"119","76.26948547363281","76.26948547363281","76.26948547363281"
"120","74.84126281738281","74.84126281738281","74.84126281738281"
