"trainer/global_step","pretraining - train_loss","pretraining - train_loss__MIN","pretraining - train_loss__MAX","pretraining - _step","pretraining - _step__MIN","pretraining - _step__MAX"
"5519","82.98599243164062","82.98599243164062","82.98599243164062","551","551","551"
"5599","76.37342834472656","76.37342834472656","76.37342834472656","559","559","559"
"5639","61.57881164550781","61.57881164550781","61.57881164550781","563","563","563"
"5649","151.84912109375","151.84912109375","151.84912109375","564","564","564"
"5679","40.40911865234375","40.40911865234375","40.40911865234375","567","567","567"
"5699","80.32974243164062","80.32974243164062","80.32974243164062","569","569","569"
"5739","55.568904876708984","55.568904876708984","55.568904876708984","573","573","573"
"5749","63.76160430908203","63.76160430908203","63.76160430908203","574","574","574"
"5759","41.82718276977539","41.82718276977539","41.82718276977539","575","575","575"
"5769","76.13583374023438","76.13583374023438","76.13583374023438","576","576","576"
"5779","133.7349853515625","133.7349853515625","133.7349853515625","577","577","577"
"5809","86.12171936035156","86.12171936035156","86.12171936035156","580","580","580"
"5819","48.625144958496094","48.625144958496094","48.625144958496094","581","581","581"
"5829","83.84568786621094","83.84568786621094","83.84568786621094","582","582","582"
"5839","56.910099029541016","56.910099029541016","56.910099029541016","583","583","583"
"5849","114.89056396484375","114.89056396484375","114.89056396484375","584","584","584"
"5859","65.14338684082031","65.14338684082031","65.14338684082031","585","585","585"
"5869","100.3987045288086","100.3987045288086","100.3987045288086","586","586","586"
"5889","122.51585388183594","122.51585388183594","122.51585388183594","588","588","588"
"5909","82.17977905273438","82.17977905273438","82.17977905273438","590","590","590"
"5919","59.20502471923828","59.20502471923828","59.20502471923828","591","591","591"
"5929","171.9372100830078","171.9372100830078","171.9372100830078","592","592","592"
"5949","49.707481384277344","49.707481384277344","49.707481384277344","594","594","594"
"5959","131.2022247314453","131.2022247314453","131.2022247314453","595","595","595"
"5969","46.030242919921875","46.030242919921875","46.030242919921875","596","596","596"
"5979","51.733360290527344","51.733360290527344","51.733360290527344","597","597","597"
"5989","74.32450866699219","74.32450866699219","74.32450866699219","598","598","598"
"6019","43.93574142456055","43.93574142456055","43.93574142456055","601","601","601"
"6039","86.64309692382812","86.64309692382812","86.64309692382812","603","603","603"
"6059","48.06354904174805","48.06354904174805","48.06354904174805","605","605","605"
"6079","72.84861755371094","72.84861755371094","72.84861755371094","607","607","607"
"6089","52.73451232910156","52.73451232910156","52.73451232910156","608","608","608"
"6129","68.91252899169922","68.91252899169922","68.91252899169922","612","612","612"
"6139","87.45423889160156","87.45423889160156","87.45423889160156","613","613","613"
"6159","89.67472839355469","89.67472839355469","89.67472839355469","615","615","615"
"6169","58.68535614013672","58.68535614013672","58.68535614013672","616","616","616"
"6189","122.7081298828125","122.7081298828125","122.7081298828125","618","618","618"
"6219","98.2829818725586","98.2829818725586","98.2829818725586","621","621","621"
"6229","75.53473663330078","75.53473663330078","75.53473663330078","622","622","622"
"6249","116.34981536865234","116.34981536865234","116.34981536865234","624","624","624"
"6259","61.88041305541992","61.88041305541992","61.88041305541992","625","625","625"
"6279","122.6016845703125","122.6016845703125","122.6016845703125","627","627","627"
"6319","40.808563232421875","40.808563232421875","40.808563232421875","631","631","631"
"6339","68.77513885498047","68.77513885498047","68.77513885498047","633","633","633"
"6349","138.23464965820312","138.23464965820312","138.23464965820312","634","634","634"
"6359","35.38581466674805","35.38581466674805","35.38581466674805","635","635","635"
"6429","45.31644821166992","45.31644821166992","45.31644821166992","642","642","642"
"6439","141.74169921875","141.74169921875","141.74169921875","643","643","643"
"6449","45.614505767822266","45.614505767822266","45.614505767822266","644","644","644"
"6459","82.7818374633789","82.7818374633789","82.7818374633789","645","645","645"
"6469","66.96070861816406","66.96070861816406","66.96070861816406","646","646","646"
"6479","310.7352600097656","310.7352600097656","310.7352600097656","647","647","647"
"6489","92.53204345703125","92.53204345703125","92.53204345703125","648","648","648"
"6499","123.4585189819336","123.4585189819336","123.4585189819336","649","649","649"
"6509","72.41803741455078","72.41803741455078","72.41803741455078","650","650","650"
"6519","82.01541900634766","82.01541900634766","82.01541900634766","651","651","651"
"6529","34.8887939453125","34.8887939453125","34.8887939453125","652","652","652"
"6619","61.40936279296875","61.40936279296875","61.40936279296875","661","661","661"
"6629","78.03355407714844","78.03355407714844","78.03355407714844","662","662","662"
"6669","49.258399963378906","49.258399963378906","49.258399963378906","666","666","666"
"6679","50.76716995239258","50.76716995239258","50.76716995239258","667","667","667"
"6709","62.897029876708984","62.897029876708984","62.897029876708984","670","670","670"
"6749","61.442909240722656","61.442909240722656","61.442909240722656","674","674","674"
"6759","41.33087921142578","41.33087921142578","41.33087921142578","675","675","675"
"6809","58.089515686035156","58.089515686035156","58.089515686035156","680","680","680"
"6829","45.96501159667969","45.96501159667969","45.96501159667969","682","682","682"
"6859","81.05891418457031","81.05891418457031","81.05891418457031","685","685","685"
"6879","78.34418487548828","78.34418487548828","78.34418487548828","687","687","687"
"6909","56.40469741821289","56.40469741821289","56.40469741821289","690","690","690"
"6919","41.881629943847656","41.881629943847656","41.881629943847656","691","691","691"
"6929","40.40062713623047","40.40062713623047","40.40062713623047","692","692","692"
"6949","82.53421020507812","82.53421020507812","82.53421020507812","694","694","694"
"6969","65.22113800048828","65.22113800048828","65.22113800048828","696","696","696"
"6999","77.74369049072266","77.74369049072266","77.74369049072266","699","699","699"
"7019","93.386962890625","93.386962890625","93.386962890625","701","701","701"
"7029","91.15235900878906","91.15235900878906","91.15235900878906","702","702","702"
"7129","83.3856430053711","83.3856430053711","83.3856430053711","712","712","712"
"7149","89.09634399414062","89.09634399414062","89.09634399414062","714","714","714"
"7189","64.85751342773438","64.85751342773438","64.85751342773438","718","718","718"
"7199","147.00021362304688","147.00021362304688","147.00021362304688","719","719","719"
"7219","58.04166030883789","58.04166030883789","58.04166030883789","721","721","721"
"7239","59.155574798583984","59.155574798583984","59.155574798583984","723","723","723"
"7259","124.12606811523438","124.12606811523438","124.12606811523438","725","725","725"
"7269","49.252445220947266","49.252445220947266","49.252445220947266","726","726","726"
"7289","87.68417358398438","87.68417358398438","87.68417358398438","728","728","728"
"7309","98.3097915649414","98.3097915649414","98.3097915649414","730","730","730"
"7339","51.7006950378418","51.7006950378418","51.7006950378418","733","733","733"
"7449","160.99192810058594","160.99192810058594","160.99192810058594","744","744","744"
"7459","48.27751541137695","48.27751541137695","48.27751541137695","745","745","745"
"7509","63.63512420654297","63.63512420654297","63.63512420654297","750","750","750"
"7519","57.666439056396484","57.666439056396484","57.666439056396484","751","751","751"
"7539","128.5448760986328","128.5448760986328","128.5448760986328","753","753","753"
"7549","79.85173797607422","79.85173797607422","79.85173797607422","754","754","754"
"7579","53.56936264038086","53.56936264038086","53.56936264038086","757","757","757"
"7589","46.59446716308594","46.59446716308594","46.59446716308594","758","758","758"
"7599","48.35508728027344","48.35508728027344","48.35508728027344","759","759","759"
"7609","99.99163055419922","99.99163055419922","99.99163055419922","760","760","760"
"7629","73.61165618896484","73.61165618896484","73.61165618896484","762","762","762"
"7639","51.66856384277344","51.66856384277344","51.66856384277344","763","763","763"
"7689","54.86039352416992","54.86039352416992","54.86039352416992","768","768","768"
"7699","82.22437286376953","82.22437286376953","82.22437286376953","769","769","769"
"7729","54.63310241699219","54.63310241699219","54.63310241699219","772","772","772"
"7739","40.528297424316406","40.528297424316406","40.528297424316406","773","773","773"
"7759","89.31441497802734","89.31441497802734","89.31441497802734","775","775","775"
"7819","43.29315948486328","43.29315948486328","43.29315948486328","781","781","781"
"7829","39.82184982299805","39.82184982299805","39.82184982299805","782","782","782"
"7839","182.36416625976562","182.36416625976562","182.36416625976562","783","783","783"
"7849","59.10629653930664","59.10629653930664","59.10629653930664","784","784","784"
"7889","94.90486145019531","94.90486145019531","94.90486145019531","788","788","788"
"7899","154.14663696289062","154.14663696289062","154.14663696289062","789","789","789"
"7909","45.814453125","45.814453125","45.814453125","790","790","790"
"7949","34.716468811035156","34.716468811035156","34.716468811035156","794","794","794"
"8019","48.69615173339844","48.69615173339844","48.69615173339844","801","801","801"
"8049","72.92212677001953","72.92212677001953","72.92212677001953","804","804","804"
"8069","53.05226135253906","53.05226135253906","53.05226135253906","806","806","806"
